id_mov;presupuesto;fecha;tipo_contenido;duracion
22989;166617;10-08-17;spam;62
22990;895834;05-05-15;spam;58
22991;159282;12-06-15;spam;66
22992;350217;14-08-31;spam;87
22993;952250;96-02-11;audio;57
22994;480780;13-08-17;imagenes;29
22995;65917;88-12-12;spam;46
22996;804582;84-02-20;imagenes;16
22997;193893;17-03-17;video;73
22998;772996;93-05-15;audio;53
22999;680666;19-08-14;video;39
23000;147100;11-08-07;spam;81
23001;303277;93-03-14;imagenes;64
23002;441292;18-02-09;spam;42
23003;854356;61-08-04;audio;67
23004;441242;82-05-09;video;32
23005;290374;99-08-23;video;86
23006;631294;86-08-04;imagenes;66
23007;617843;62-10-09;video;1
23008;851477;17-10-02;video;43
23009;826567;87-12-10;audio;90
23010;902178;15-10-31;spam;59
23011;700442;71-09-26;imagenes;29
23012;325788;17-11-22;spam;84
23013;807050;84-06-01;audio;32
23014;134698;17-10-12;spam;10
23015;498028;19-03-30;video;11
23016;1633;18-06-02;spam;61
23017;834470;18-03-16;imagenes;85
23018;572301;00-02-29;video;14
23019;65685;15-04-15;imagenes;31
23020;77126;13-07-05;video;77
23021;408611;86-09-13;spam;44
23022;970505;05-01-26;audio;63
23023;196862;90-04-05;audio;80
23024;995837;07-01-25;imagenes;36
23025;10881;15-11-29;video;53
23026;361304;19-06-03;video;11
23027;894374;10-05-11;audio;87
23028;781198;96-03-08;audio;64
23029;29614;98-07-28;audio;44
23030;988301;01-05-22;audio;29
23031;580972;03-07-17;audio;5
23032;737826;02-01-05;spam;56
23033;951399;05-04-26;audio;80
23034;349833;14-11-09;audio;9
23035;981304;17-10-31;spam;42
23036;86446;98-03-11;spam;18
23037;457362;12-02-14;imagenes;15
23038;995986;79-08-01;audio;60
23039;872196;09-07-22;spam;83
23040;742825;03-12-18;spam;71
23041;573655;78-12-23;spam;16
23042;329448;16-01-03;spam;55
23043;428775;07-08-03;audio;24
23044;27646;06-09-20;spam;66
23045;701765;15-04-19;audio;27
23046;371440;96-06-13;imagenes;52
23047;418972;18-07-05;video;1
23048;646297;11-07-09;spam;25
23049;721742;13-04-30;video;40
23050;282141;07-04-17;audio;63
23051;520791;09-06-26;video;38
23052;712583;83-08-06;spam;66
23053;692663;93-07-23;spam;59
23054;510537;80-03-26;spam;27
23055;426441;83-11-08;imagenes;63
23056;521147;00-08-08;imagenes;41
23057;836835;91-12-01;spam;44
23058;36678;14-05-15;audio;49
23059;638164;93-02-25;imagenes;71
23060;473690;95-07-23;video;77
23061;905792;14-09-05;spam;69
23062;814238;97-11-19;video;26
23063;628164;58-11-23;imagenes;61
23064;839604;06-02-21;video;74
23065;420294;96-10-04;audio;44
23066;39755;10-11-12;audio;3
23067;71694;16-03-30;spam;52
23068;821377;06-06-09;imagenes;5
23069;44727;18-03-21;audio;35
23070;648269;94-05-28;spam;64
23071;919017;13-01-13;video;73
23072;293932;89-03-08;spam;86
23073;303142;06-11-30;audio;51
23074;585475;13-07-11;video;2
23075;655315;18-03-04;spam;32
23076;57301;92-10-22;imagenes;70
23077;83933;14-10-16;video;69
23078;891350;07-05-08;imagenes;39
23079;146344;03-12-19;spam;87
23080;426939;96-08-21;audio;59
23081;661357;16-09-23;spam;59
23082;35399;18-02-04;audio;26
23083;777309;09-09-05;video;87
23084;443357;11-03-28;imagenes;75
23085;919883;75-10-25;spam;74
23086;570541;83-05-21;spam;67
23087;302425;60-03-08;audio;49
23088;979138;71-11-06;audio;25
23089;781483;99-09-28;spam;54
23090;314917;17-09-13;spam;32
23091;406649;98-08-31;video;4
23092;895247;18-06-17;imagenes;85
23093;892406;95-12-06;audio;16
23094;306405;10-02-26;video;63
23095;732426;97-12-11;spam;31
23096;464370;19-06-05;audio;22
23097;699030;85-01-18;audio;22
23098;537583;89-04-14;audio;29
23099;953504;82-02-09;audio;30
23100;555077;04-01-23;imagenes;41
23101;930274;19-05-02;video;14
23102;923500;18-01-16;spam;37
23103;582957;15-08-29;spam;41
23104;581725;08-08-07;audio;68
23105;440998;14-11-21;audio;24
23106;250478;12-03-04;spam;4
23107;198720;99-04-21;video;32
23108;462972;06-01-18;audio;88
23109;84837;04-06-13;imagenes;82
23110;577589;18-02-10;video;1
23111;521697;83-04-19;spam;60
23112;133768;93-03-20;spam;11
23113;564135;19-07-03;audio;33
23114;242577;17-04-05;audio;42
23115;699810;14-07-24;imagenes;7
23116;439673;04-09-02;video;7
23117;898919;09-04-17;spam;76
23118;948801;81-08-11;spam;82
23119;284889;14-05-16;audio;52
23120;133227;84-12-13;imagenes;79
23121;161200;17-10-25;audio;82
23122;837541;07-02-28;video;18
23123;76950;80-09-29;video;73
23124;421230;13-12-13;spam;6
23125;123220;18-06-24;audio;11
23126;933430;13-08-02;imagenes;30
23127;705411;16-11-02;imagenes;40
23128;858766;02-11-23;imagenes;46
23129;470823;70-11-17;audio;43
23130;107644;06-12-25;audio;80
23131;410907;80-05-12;audio;85
23132;332772;18-03-15;spam;17
23133;811424;76-11-02;imagenes;5
23134;411027;96-06-13;audio;36
23135;7654;69-09-10;audio;11
23136;497234;85-03-10;video;15
23137;247731;11-09-13;audio;36
23138;551430;98-07-20;spam;19
23139;705324;08-07-27;imagenes;3
23140;630187;18-12-08;imagenes;76
23141;916890;95-08-14;video;54
23142;97904;19-03-24;audio;19
23143;440076;97-08-31;audio;70
23144;985803;95-11-28;imagenes;18
23145;347053;14-07-31;audio;16
23146;532051;71-03-12;spam;73
23147;248746;19-06-22;audio;38
23148;33091;83-02-21;video;33
23149;766749;76-10-29;spam;24
23150;37187;17-10-17;audio;37
23151;636884;16-08-20;video;83
23152;902756;16-04-22;video;89
23153;274855;04-12-20;video;65
23154;235078;19-04-09;video;40
23155;896018;16-07-26;imagenes;80
23156;504527;14-10-14;spam;50
23157;339622;08-08-22;imagenes;24
23158;132219;18-12-14;video;7
23159;498492;15-12-05;video;62
23160;380234;05-01-16;spam;39
23161;407319;11-12-27;spam;82
23162;704504;01-08-01;spam;27
23163;616423;10-11-01;audio;47
23164;264217;16-07-28;video;21
23165;313609;80-11-11;video;70
23166;264769;04-09-07;spam;19
23167;935499;16-07-21;imagenes;20
23168;419834;93-09-13;video;65
23169;882002;93-05-07;video;10
23170;679541;12-12-31;spam;11
23171;863224;18-07-19;audio;7
23172;983624;19-05-25;spam;8
23173;244090;15-06-03;video;42
23174;95910;18-11-01;audio;2
23175;77134;87-09-19;imagenes;10
23176;976344;96-01-19;audio;83
23177;437389;86-03-31;imagenes;25
23178;9149;13-07-27;spam;90
23179;550981;98-02-07;spam;7
23180;807112;18-08-14;imagenes;1
23181;601829;18-07-05;spam;4
23182;914613;13-06-13;imagenes;55
23183;220723;01-05-29;audio;29
23184;428140;19-05-01;video;17
23185;973005;05-06-09;audio;76
23186;421965;60-01-01;spam;76
23187;747004;76-08-08;imagenes;53
23188;855121;08-12-07;audio;17
23189;141847;82-09-12;imagenes;3
23190;37300;13-01-20;audio;22
23191;278312;13-07-04;imagenes;83
23192;604440;86-08-03;video;51
23193;495267;68-07-22;video;62
23194;515879;78-12-17;imagenes;23
23195;47056;06-05-18;spam;6
23196;141965;93-02-15;video;23
23197;358378;12-12-12;audio;72
23198;25645;18-02-14;imagenes;21
23199;396408;18-11-25;imagenes;9
23200;70668;82-01-31;audio;11
23201;552439;12-05-25;imagenes;43
23202;455360;19-08-05;audio;62
23203;270185;88-12-11;audio;18
23204;433895;07-05-17;spam;72
23205;344067;91-07-05;imagenes;52
23206;485834;11-06-13;spam;89
23207;171086;17-11-12;audio;16
23208;150176;06-05-12;audio;58
23209;455516;98-01-31;spam;9
23210;323100;02-09-22;spam;36
23211;69964;14-11-24;imagenes;76
23212;605195;13-11-25;imagenes;72
23213;23755;16-10-07;imagenes;15
23214;791375;18-01-03;spam;35
23215;78484;91-07-08;audio;7
23216;225801;97-07-10;audio;20
23217;299586;08-05-24;spam;35
23218;59954;89-09-15;video;89
23219;609234;16-10-28;audio;22
23220;505882;17-04-23;audio;72
23221;324495;09-03-16;spam;56
23222;639432;00-06-22;video;87
23223;876132;11-08-21;imagenes;11
23224;729603;09-06-25;video;55
23225;741766;93-09-25;imagenes;38
23226;211269;07-12-27;imagenes;64
23227;2898;07-08-14;spam;39
23228;522374;93-03-20;video;51
23229;901145;18-12-23;audio;38
23230;486121;11-12-31;video;82
23231;932781;12-08-09;imagenes;13
23232;354974;99-07-17;spam;77
23233;195906;96-02-02;audio;31
23234;759593;90-06-12;video;67
23235;750720;02-10-12;video;65
23236;558603;82-02-14;spam;21
23237;789745;15-12-10;audio;70
23238;132005;69-07-10;imagenes;49
23239;822950;68-05-24;imagenes;82
23240;320227;11-12-07;video;45
23241;326192;88-01-12;imagenes;27
23242;515802;00-10-23;spam;73
23243;846382;61-02-07;imagenes;11
23244;256726;12-01-29;imagenes;46
23245;399961;86-05-11;spam;40
23246;810738;71-09-05;video;60
23247;344091;98-02-24;audio;81
23248;790458;94-08-21;spam;4
23249;328879;01-03-19;audio;85
23250;593486;08-06-07;audio;16
23251;798616;77-03-15;audio;3
23252;810392;12-12-29;imagenes;28
23253;795417;16-04-08;audio;80
23254;477499;68-07-19;audio;21
23255;132496;69-07-23;imagenes;82
23256;368607;95-03-22;spam;84
23257;629483;18-06-26;video;80
23258;807750;00-05-21;audio;10
23259;194717;09-10-29;spam;70
23260;512060;08-10-21;video;54
23261;209697;19-08-21;spam;43
23262;523424;88-05-12;audio;32
23263;180527;75-09-04;audio;68
23264;426169;10-01-18;spam;11
23265;575429;01-06-14;spam;26
23266;215469;09-02-14;video;53
23267;163133;17-09-04;audio;57
23268;318239;13-04-09;spam;19
23269;201501;11-01-24;imagenes;13
23270;254741;84-07-30;imagenes;49
23271;129533;88-10-16;imagenes;82
23272;974278;76-01-07;audio;68
23273;347667;04-03-31;spam;67
23274;26770;98-05-13;audio;34
23275;462780;10-02-08;audio;35
23276;664893;18-07-08;video;51
23277;738591;18-01-03;imagenes;35
23278;944700;71-08-14;video;74
23279;819846;99-02-05;video;14
23280;436256;78-09-17;audio;12
23281;226181;18-08-22;imagenes;74
23282;412287;16-10-24;spam;46
23283;483354;72-06-16;video;89
23284;504761;15-09-22;spam;55
23285;544526;79-08-12;imagenes;69
23286;805051;92-09-14;spam;54
23287;804992;79-01-14;audio;52
23288;811549;75-07-23;imagenes;87
23289;154730;00-04-26;audio;22
23290;335023;94-09-06;imagenes;74
23291;19274;96-08-08;imagenes;77
23292;129971;16-10-01;spam;5
23293;549626;80-08-24;audio;83
23294;878400;03-12-20;video;87
23295;473018;18-07-01;imagenes;63
23296;139984;18-03-30;audio;81
23297;165302;14-09-19;video;37
23298;597492;19-08-03;imagenes;31
23299;239429;17-10-27;imagenes;58
23300;152503;10-02-25;imagenes;46
23301;48879;07-08-02;spam;68
23302;100455;92-10-11;spam;38
23303;920;05-01-02;video;57
23304;369610;18-07-31;imagenes;6
23305;638269;64-01-20;spam;41
23306;848710;95-11-20;imagenes;72
23307;98795;00-03-15;audio;6
23308;664050;08-05-08;imagenes;40
23309;24862;65-02-28;audio;84
23310;234162;19-07-19;audio;70
23311;648086;04-04-03;audio;67
23312;62374;17-10-11;video;78
23313;603487;98-06-11;imagenes;14
23314;506544;88-06-14;spam;21
23315;576066;08-05-27;audio;25
23316;522604;16-04-08;imagenes;20
23317;486936;99-03-09;audio;48
23318;579647;08-04-27;audio;59
23319;889820;05-10-22;audio;42
23320;974557;17-06-08;audio;12
23321;82450;18-05-01;imagenes;86
23322;318465;02-04-08;audio;88
23323;565933;19-06-14;audio;36
23324;490090;14-08-27;imagenes;81
23325;492377;19-03-27;video;72
23326;201677;93-08-27;video;67
23327;814014;98-12-23;spam;86
23328;237188;88-07-22;video;41
23329;646038;09-05-20;imagenes;39
23330;743129;10-10-14;audio;48
23331;54825;12-03-11;imagenes;56
23332;410721;59-11-27;video;5
23333;285121;06-11-11;spam;43
23334;833627;84-09-15;video;22
23335;855415;08-02-17;imagenes;11
23336;808733;01-09-12;imagenes;63
23337;905988;05-05-25;spam;66
23338;6209;98-10-05;imagenes;35
23339;175712;05-12-04;audio;26
23340;688366;19-01-13;video;23
23341;868943;78-10-26;audio;88
23342;87739;84-02-26;audio;88
23343;585156;95-01-15;video;88
23344;919326;01-06-04;video;51
23345;569837;11-11-18;video;9
23346;870552;17-06-01;video;35
23347;841103;07-05-31;spam;29
23348;665196;92-05-14;spam;53
23349;52842;01-03-25;spam;30
23350;661471;17-02-20;audio;5
23351;761605;19-02-18;video;13
23352;52249;75-04-30;imagenes;51
23353;933394;17-07-24;imagenes;20
23354;398456;04-04-25;video;8
23355;645092;16-01-23;spam;4
23356;839318;81-07-12;video;76
23357;380807;70-11-25;spam;80
23358;321065;18-09-22;video;26
23359;392845;82-07-19;audio;18
23360;979367;12-05-08;video;27
23361;694580;12-04-11;video;28
23362;192463;92-03-25;spam;24
23363;630350;93-11-24;imagenes;32
23364;781794;87-10-20;imagenes;56
23365;849392;75-01-30;spam;48
23366;653779;08-06-17;spam;21
23367;858205;93-11-16;spam;62
23368;63183;66-08-15;video;20
23369;240981;94-03-18;imagenes;42
23370;584714;04-05-22;imagenes;6
23371;815748;67-07-16;spam;72
23372;708330;09-06-05;audio;32
23373;424528;03-11-02;video;79
23374;272384;94-03-15;spam;57
23375;992837;67-06-17;video;21
23376;399370;17-05-21;audio;13
23377;42222;85-04-18;video;81
23378;871422;01-10-01;imagenes;44
23379;271045;95-03-20;imagenes;30
23380;459800;01-02-02;spam;4
23381;388916;73-10-07;spam;26
23382;221285;92-12-02;audio;59
23383;926414;10-10-31;audio;64
23384;877666;08-04-01;imagenes;82
23385;487235;87-01-01;spam;6
23386;468561;15-12-19;video;75
23387;367322;02-09-17;imagenes;3
23388;279922;76-03-10;imagenes;89
23389;848200;73-09-08;audio;75
23390;440661;78-02-22;audio;68
23391;118392;17-01-26;video;71
23392;829431;75-12-10;video;38
23393;770748;14-09-26;imagenes;38
23394;505378;10-03-03;video;43
23395;334674;18-01-20;imagenes;60
23396;366673;18-12-18;imagenes;50
23397;174069;98-09-17;audio;19
23398;34326;96-06-07;video;53
23399;577422;95-07-24;audio;28
23400;310206;10-09-17;audio;4
23401;434745;14-08-16;imagenes;82
23402;867583;10-01-10;audio;8
23403;321901;07-12-31;imagenes;3
23404;337315;72-08-31;video;73
23405;346277;99-09-05;imagenes;77
23406;575692;05-03-21;imagenes;40
23407;449414;16-11-27;imagenes;9
23408;361508;04-07-03;spam;25
23409;799364;91-10-29;video;43
23410;389419;02-12-21;imagenes;8
23411;842126;66-12-07;audio;62
23412;286688;05-09-16;audio;61
23413;814199;88-11-20;spam;3
23414;68454;16-09-01;video;14
23415;217943;83-12-21;imagenes;54
23416;345968;19-04-20;audio;17
23417;342662;84-09-18;video;75
23418;300466;96-12-28;imagenes;45
23419;434947;01-12-19;video;68
23420;586715;94-01-02;imagenes;27
23421;151843;19-03-23;video;90
23422;704714;01-05-06;audio;50
23423;85586;14-12-03;spam;76
23424;543637;17-06-20;video;64
23425;581149;19-02-05;audio;9
23426;924302;95-07-23;audio;12
23427;183542;96-04-12;imagenes;41
23428;619950;07-06-13;spam;56
23429;772711;12-06-29;audio;64
23430;683490;09-02-10;spam;86
23431;149990;00-10-12;audio;80
23432;744506;07-05-03;audio;78
23433;837393;16-12-26;audio;25
23434;927832;74-12-17;audio;19
23435;450175;18-01-26;audio;89
23436;415673;17-10-30;video;28
23437;570859;17-12-14;audio;64
23438;803305;18-04-26;imagenes;32
23439;751394;87-08-14;audio;26
23440;670647;19-06-08;imagenes;75
23441;123110;10-03-11;audio;57
23442;943488;18-09-14;imagenes;75
23443;388950;04-04-30;audio;89
23444;514734;66-09-06;audio;27
23445;33242;07-12-26;spam;15
23446;224042;17-03-04;spam;41
23447;850225;89-08-17;spam;63
23448;208875;17-02-13;imagenes;58
23449;326362;16-08-15;spam;39
23450;312597;85-10-26;spam;77
23451;647895;08-05-02;spam;47
23452;775136;18-11-11;imagenes;88
23453;144360;94-08-25;spam;52
23454;592630;17-12-12;audio;57
23455;704175;95-07-08;audio;67
23456;706246;88-08-25;spam;6
23457;990898;83-07-29;video;12
23458;302609;10-08-04;audio;22
23459;553012;07-09-03;imagenes;45
23460;573326;16-12-07;spam;63
23461;179715;90-06-15;imagenes;49
23462;256497;97-08-30;audio;81
23463;165131;88-11-28;imagenes;60
23464;91879;97-06-29;audio;14
23465;698274;11-08-21;video;87
23466;839939;13-02-25;imagenes;17
23467;384031;18-12-02;spam;86
23468;131031;12-06-17;imagenes;18
23469;310272;04-03-26;video;55
23470;293997;82-07-24;spam;19
23471;568868;64-08-05;spam;16
23472;86361;04-11-16;audio;24
23473;701223;08-09-07;spam;35
23474;11973;17-02-07;imagenes;17
23475;333997;79-07-29;imagenes;80
23476;755761;12-08-22;spam;84
23477;886539;60-11-22;audio;18
23478;489285;74-12-22;audio;81
23479;991287;07-07-25;video;7
23480;901733;16-06-28;audio;19
23481;895163;82-06-04;spam;86
23482;636445;87-08-23;video;9
23483;447296;09-07-12;audio;1
23484;342266;03-10-26;spam;18
23485;898782;81-08-21;imagenes;82
23486;13918;83-05-19;imagenes;81
23487;565018;11-01-25;imagenes;41
23488;104040;08-04-17;imagenes;85
23489;646693;58-07-11;audio;38
23490;135103;62-08-19;imagenes;6
23491;452735;66-06-11;video;63
23492;376516;19-06-03;audio;54
23493;833859;18-09-27;imagenes;61
23494;403851;12-06-28;imagenes;77
23495;257314;10-11-03;imagenes;58
23496;216123;17-11-01;spam;42
23497;675240;14-02-07;audio;10
23498;38506;99-01-19;imagenes;47
23499;975578;15-12-18;spam;50
23500;648519;09-12-24;spam;83
23501;110574;13-05-22;spam;89
23502;363736;16-12-29;imagenes;26
23503;503843;06-12-18;imagenes;76
23504;165086;16-05-25;audio;36
23505;467818;83-05-01;video;1
23506;249099;00-09-22;video;80
23507;595259;66-11-27;imagenes;67
23508;981389;02-12-13;video;43
23509;421693;95-12-17;spam;87
23510;230516;09-06-11;video;11
23511;193394;98-10-13;imagenes;32
23512;381092;60-11-20;audio;71
23513;710503;94-08-19;imagenes;6
23514;552633;18-05-05;spam;38
23515;691398;18-08-15;spam;64
23516;924672;17-11-27;video;3
23517;218044;72-01-01;audio;37
23518;975577;19-01-29;spam;34
23519;254451;10-07-28;audio;78
23520;656123;08-10-29;video;80
23521;746457;03-06-20;audio;7
23522;345670;09-11-05;spam;57
23523;395007;06-07-15;spam;6
23524;713787;19-04-01;spam;26
23525;310162;06-10-26;video;45
23526;958889;06-07-12;video;54
23527;530993;75-09-14;spam;73
23528;215565;03-06-05;video;49
23529;574166;12-12-10;audio;45
23530;138692;10-01-02;video;80
23531;194275;03-03-05;imagenes;52
23532;629612;15-04-10;video;82
23533;271909;10-04-08;spam;33
23534;653350;80-03-09;audio;8
23535;676961;19-05-02;imagenes;81
23536;791538;03-07-27;video;72
23537;480126;18-08-01;spam;23
23538;553469;82-08-16;imagenes;87
23539;630578;08-03-29;spam;42
23540;346698;98-09-19;imagenes;33
23541;629095;12-10-10;video;32
23542;333139;16-04-21;spam;60
23543;994667;13-01-23;spam;67
23544;557279;76-10-21;spam;87
23545;833534;79-08-23;audio;68
23546;550515;86-05-18;spam;12
23547;185480;86-04-11;audio;58
23548;549160;91-07-15;imagenes;77
23549;131110;02-11-12;imagenes;11
23550;116482;90-12-10;video;24
23551;772761;09-03-17;audio;53
23552;971418;05-01-02;audio;29
23553;405966;83-03-24;video;70
23554;151803;17-05-20;imagenes;48
23555;351145;77-06-15;video;83
23556;322127;60-02-05;audio;78
23557;277510;93-05-30;audio;16
23558;662532;99-01-09;audio;88
23559;820522;12-10-10;video;18
23560;82046;07-08-16;spam;58
23561;501572;87-06-10;audio;23
23562;859450;02-06-27;imagenes;21
23563;905023;85-08-26;audio;78
23564;325775;18-08-30;imagenes;57
23565;917058;15-02-01;audio;6
23566;163187;19-03-29;imagenes;84
23567;653245;16-06-25;video;14
23568;699906;62-08-22;imagenes;72
23569;970241;99-03-25;video;49
23570;358690;79-01-13;audio;38
23571;534865;10-02-04;audio;61
23572;98796;78-11-27;imagenes;29
23573;687935;02-09-14;imagenes;53
23574;830240;75-09-18;spam;34
23575;426992;77-04-08;spam;25
23576;504707;13-02-08;video;1
23577;749900;11-12-08;audio;53
23578;55332;95-04-13;imagenes;26
23579;84944;94-10-15;video;51
23580;971027;86-12-03;imagenes;33
23581;399701;96-02-24;spam;13
23582;616421;98-06-21;spam;58
23583;736507;10-06-08;spam;40
23584;64496;16-04-12;video;16
23585;913472;14-03-14;video;65
23586;503698;14-12-25;imagenes;10
23587;717658;02-06-20;spam;42
23588;177029;75-12-20;audio;81
23589;490627;09-12-26;audio;48
23590;858060;99-10-24;video;89
23591;184026;16-05-01;spam;20
23592;949884;87-03-11;audio;73
23593;208965;80-09-24;audio;4
23594;620793;76-01-27;imagenes;61
23595;514324;88-08-04;audio;77
23596;680900;99-03-14;video;64
23597;80153;87-10-07;spam;30
23598;45955;94-10-22;video;44
23599;379654;68-07-20;imagenes;48
23600;938253;13-04-06;video;30
23601;139542;96-06-20;audio;4
23602;388374;96-07-23;video;6
23603;278909;72-08-12;imagenes;62
23604;407663;99-03-20;spam;59
23605;91642;17-02-13;spam;14
23606;732104;84-08-31;spam;19
23607;326635;97-01-18;spam;60
23608;42749;13-05-17;video;60
23609;15706;99-12-14;imagenes;68
23610;200793;61-09-14;video;10
23611;421806;80-04-11;spam;42
23612;842264;18-10-12;spam;44
23613;459636;98-09-01;audio;49
23614;531420;17-07-17;imagenes;45
23615;107264;16-06-01;audio;16
23616;481535;16-01-23;audio;37
23617;379763;17-03-17;imagenes;68
23618;572257;02-10-21;video;79
23619;85189;06-04-08;spam;24
23620;945625;13-05-08;imagenes;8
23621;797924;91-03-12;spam;13
23622;69585;19-06-21;audio;8
23623;634350;78-08-04;spam;73
23624;550082;93-02-18;imagenes;7
23625;447418;16-03-18;video;51
23626;929960;00-03-23;video;59
23627;442382;07-08-12;audio;8
23628;745361;17-12-12;video;1
23629;510488;02-12-08;audio;13
23630;403594;16-07-17;audio;11
23631;974707;18-05-12;imagenes;46
23632;623095;80-04-01;imagenes;49
23633;532880;70-02-12;audio;37
23634;886684;18-12-12;imagenes;52
23635;108621;17-04-12;spam;65
23636;951105;07-07-25;audio;53
23637;551046;72-01-29;audio;70
23638;890157;16-09-27;imagenes;59
23639;112486;91-07-07;spam;6
23640;656863;85-10-06;video;67
23641;48975;18-04-04;audio;17
23642;353401;17-04-07;audio;60
23643;211936;79-01-15;imagenes;27
23644;887520;17-01-21;video;36
23645;978214;11-08-10;imagenes;37
23646;997671;07-07-15;spam;65
23647;277332;13-05-17;audio;57
23648;988652;06-02-06;imagenes;1
23649;66135;94-12-13;audio;8
23650;85840;10-11-25;spam;16
23651;468662;03-05-08;imagenes;29
23652;703052;19-08-29;spam;17
23653;993864;01-01-28;video;58
23654;855041;53-11-06;imagenes;53
23655;748224;81-02-08;video;74
23656;81890;15-11-13;spam;28
23657;640466;18-08-05;spam;40
23658;524718;86-04-26;spam;47
23659;814348;90-08-14;spam;71
23660;547869;88-02-03;spam;49
23661;268949;07-12-18;spam;1
23662;948581;77-09-25;audio;77
23663;586975;06-09-14;spam;27
23664;830102;08-12-27;video;73
23665;213956;95-09-07;audio;56
23666;812813;94-07-05;spam;29
23667;311426;06-06-22;audio;11
23668;113505;96-11-08;video;90
23669;103936;87-10-28;spam;10
23670;453752;17-06-28;audio;70
23671;614855;96-01-08;audio;89
23672;538499;85-06-08;spam;73
23673;31486;97-08-16;spam;63
23674;32655;92-04-18;spam;73
23675;19439;15-04-05;video;61
23676;742839;18-07-03;video;87
23677;869182;96-11-10;imagenes;7
23678;189447;77-02-13;video;12
23679;580688;16-07-06;video;31
23680;605212;11-10-24;spam;35
23681;205254;03-05-05;audio;32
23682;233993;18-07-21;spam;32
23683;546138;13-05-06;spam;36
23684;839616;16-04-16;spam;25
23685;211934;97-01-29;video;12
23686;328445;11-07-02;imagenes;87
23687;585655;19-02-20;imagenes;83
23688;880833;97-06-26;video;5
23689;484762;16-03-23;imagenes;20
23690;301946;03-07-25;spam;30
23691;225709;00-02-04;video;81
23692;202735;97-07-11;imagenes;56
23693;477782;92-09-25;spam;14
23694;974129;17-10-13;spam;79
23695;915659;17-10-09;video;78
23696;960611;77-09-19;spam;75
23697;193885;09-07-15;audio;47
23698;798995;14-07-30;video;42
23699;92272;16-09-05;spam;78
23700;694037;14-07-01;audio;4
23701;675516;18-11-22;audio;77
23702;177273;08-11-16;spam;39
23703;18803;19-08-25;spam;72
23704;520544;09-04-17;spam;16
23705;52310;03-11-25;video;41
23706;696074;71-12-16;spam;11
23707;311436;86-02-11;spam;78
23708;825687;13-06-26;imagenes;27
23709;525263;66-12-04;imagenes;3
23710;905463;18-08-21;imagenes;33
23711;492946;82-03-25;video;21
23712;423862;94-10-05;audio;54
23713;603458;90-03-21;spam;67
23714;789289;00-01-17;imagenes;14
23715;18248;17-11-10;audio;65
23716;579262;01-11-14;imagenes;30
23717;541607;18-11-11;audio;84
23718;425795;91-01-31;video;44
23719;969340;11-12-24;spam;80
23720;400919;15-03-26;spam;36
23721;841249;12-02-18;audio;33
23722;235761;03-11-27;imagenes;76
23723;96785;18-05-22;spam;21
23724;847038;93-10-31;imagenes;40
23725;246611;96-06-11;spam;23
23726;375319;06-06-03;imagenes;56
23727;785550;07-01-01;imagenes;21
23728;340530;18-07-20;video;50
23729;80469;09-10-22;imagenes;77
23730;619892;12-05-30;audio;90
23731;483615;88-06-26;audio;84
23732;564766;12-09-07;audio;84
23733;711135;07-07-21;imagenes;36
23734;89843;13-05-19;spam;55
23735;345724;79-04-17;imagenes;34
23736;654156;81-02-18;imagenes;54
23737;940226;18-05-03;imagenes;10
23738;830605;02-07-16;audio;83
23739;633926;16-07-12;audio;84
23740;300622;97-05-27;spam;14
23741;104986;07-02-22;audio;68
23742;597382;10-12-08;spam;81
23743;598450;19-01-09;video;53
23744;328586;19-08-31;video;15
23745;719129;08-03-07;spam;59
23746;59096;15-08-04;audio;69
23747;965393;15-03-29;audio;7
23748;179392;81-09-26;spam;68
23749;194231;78-03-23;imagenes;40
23750;695211;15-11-28;video;76
23751;191993;83-04-12;video;86
23752;78371;16-06-01;audio;22
23753;436364;18-08-14;audio;69
23754;854011;64-04-24;imagenes;37
23755;712567;91-10-16;audio;16
23756;942959;12-07-03;spam;79
23757;83985;17-01-29;imagenes;53
23758;235429;14-10-11;audio;13
23759;775430;79-11-06;spam;3
23760;842167;16-12-06;video;16
23761;998790;16-09-11;audio;9
23762;137617;15-06-29;video;80
23763;188057;91-11-13;imagenes;86
23764;17433;18-08-20;spam;34
23765;368523;07-04-23;imagenes;83
23766;808944;73-12-30;spam;78
23767;905062;74-12-20;imagenes;82
23768;803551;82-06-21;spam;57
23769;389611;11-01-22;video;7
23770;571310;07-11-01;imagenes;50
23771;378259;06-10-16;audio;12
23772;594613;08-03-31;spam;22
23773;795841;17-05-17;audio;35
23774;556890;12-01-04;spam;41
23775;845160;11-03-24;spam;48
23776;414232;19-07-30;video;22
23777;865293;90-11-26;spam;71
23778;956415;16-07-04;video;25
23779;464864;17-11-23;video;73
23780;725457;78-03-22;imagenes;57
23781;130931;16-05-13;audio;19
23782;365100;13-12-14;audio;18
23783;585530;93-11-26;spam;61
23784;967528;19-01-15;imagenes;57
23785;493457;11-05-02;spam;41
23786;614480;07-08-10;video;52
23787;151299;90-01-19;video;74
23788;855380;08-08-16;imagenes;3
23789;704385;07-11-17;audio;35
23790;141714;15-10-06;audio;25
23791;44654;18-11-04;imagenes;4
23792;673560;69-03-10;imagenes;46
23793;862935;94-11-05;imagenes;43
23794;660775;93-12-03;video;41
23795;265069;18-07-04;imagenes;13
23796;302323;15-12-25;imagenes;61
