id_mov;presupuesto;fecha;n_esperado_personas;lugar
8175;550422;17-01-17;13763;9 Maple Wood Court
8176;301366;05-06-11;13766;144 Tomscot Alley
8177;741837;90-01-04;13766;0214 Northridge Terrace
8178;803816;97-08-12;13766;30152 Quincy Place
8179;181053;86-02-10;13771;960 Boyd Place
8180;228201;18-06-09;13771;0962 Nobel Hill
8181;524586;92-07-26;13777;854 Rigney Trail
8182;570092;08-05-13;13779;05 Autumn Leaf Crossing
8183;567513;95-05-05;13779;59789 Northport Drive
8184;366416;19-06-03;13780;8 Pearson Hill
8185;975529;01-06-29;13780;37641 Park Meadow Street
8186;915112;08-04-16;13782;1 Delaware Plaza
8187;468288;15-05-27;13783;58620 Lillian Hill
8188;484986;89-02-04;13783;03009 Birchwood Terrace
8189;284712;06-04-12;13785;5 Claremont Place
8190;524810;09-06-03;13785;906 Melvin Street
8191;275526;16-09-13;13786;092 Ilene Point
8192;534261;88-07-14;13788;306 Fuller Street
8193;494579;16-08-15;13788;092 Ilene Point
8194;621900;76-06-15;13791;865 Jay Lane
8195;855910;10-07-31;13793;1 Fulton Way
8196;40182;08-04-15;13793;7 Gulseth Place
8197;696166;08-06-30;13794;73103 Marquette Place
8198;899984;78-06-04;13795;24 Forest Dale Parkway
8199;965130;80-04-14;13796;7839 Anhalt Junction
8200;283285;94-05-15;13796;11526 Huxley Court
8201;642943;18-07-22;13796;51702 Hallows Hill
8202;146324;15-12-02;13796;05346 Atwood Road
8203;309386;12-11-12;13800;900 Dixon Street
8204;996065;06-03-21;13802;38473 Moland Alley
8205;580115;12-02-14;13803;38 Montana Hill
8206;686459;15-10-14;13805;8710 Pond Place
8207;123387;09-12-22;13807;42 Debs Lane
8208;124867;17-04-05;13810;41 Thackeray Avenue
8209;204226;15-12-14;13812;77 Talmadge Trail
8210;876167;18-12-02;13813;049 Mcbride Parkway
8211;918748;83-07-09;13815;01 Arkansas Lane
8212;318225;93-11-14;13815;59519 Pawling Hill
8213;537631;74-06-20;13816;865 Stephen Hill
8214;387132;11-12-07;13816;88149 Eagan Trail
8215;301258;91-01-14;13819;65 La Follette Drive
8216;821172;53-10-06;13819;08 Morningstar Drive
8217;387491;89-11-19;13821;529 Hanson Center
8218;21037;10-05-24;13828;48 Sutherland Crossing
8219;267003;02-02-21;13829;45 Upham Crossing
8220;665827;13-12-27;13830;36 Goodland Crossing
8221;262517;96-10-12;13832;59789 Northport Drive
8222;88742;08-10-18;13836;62678 Nevada Circle
8223;186858;14-03-19;13836;78 Declaration Trail
8224;508605;02-05-13;13837;317 Spohn Park
8225;68495;17-07-09;13841;24 Forest Dale Parkway
8226;141103;89-05-09;13842;233 Southridge Trail
8227;928771;02-04-26;13845;57 Sauthoff Avenue
8228;864552;15-12-08;13846;659 Cordelia Court
8229;601233;19-07-24;13847;97 Mccormick Drive
8230;906576;13-02-15;13853;934 Kingsford Lane
8231;224272;78-10-17;13854;1954 Moulton Terrace
8232;979829;18-05-16;13855;49 Hintze Alley
8233;98339;81-06-08;13856;49016 Gateway Lane
8234;482326;05-08-30;13857;485 Holy Cross Avenue
8235;455929;91-09-05;13858;1399 Huxley Park
8236;886865;80-07-30;13864;29114 Vera Court
8237;729461;15-07-14;13866;9 Doe Crossing Way
8238;671416;75-12-27;13867;85364 Lyons Court
8239;194527;96-12-16;13868;204 Westport Lane
8240;396175;00-08-06;13869;3 Emmet Center
8241;38783;14-09-01;13870;750 Waubesa Alley
8242;549312;12-01-17;13871;9 Sycamore Street
8243;855938;18-06-03;13873;0 Hollow Ridge Crossing
8244;319513;17-01-31;13874;34 Jay Parkway
8245;323750;86-03-05;13874;15 Cody Court
8246;207017;09-03-28;13875;680 2nd Point
8247;494358;00-04-12;13875;43567 Arrowood Drive
8248;373390;17-08-20;13877;283 Eagle Crest Avenue
8249;241983;12-06-27;13880;4 7th Place
8250;131436;15-08-01;13882;833 Cody Avenue
8251;666406;72-07-20;13884;934 Kingsford Lane
8252;194651;92-10-26;13886;85364 Lyons Court
8253;887017;80-02-14;13890;67220 Sutherland Terrace
8254;502958;75-12-30;13892;49016 Gateway Lane
8255;63236;85-04-10;13895;781 Heffernan Place
8256;673152;18-08-29;13895;5 Annamark Crossing
8257;59861;18-09-01;13896;88881 Blaine Way
8258;597391;91-07-24;13896;58181 Dexter Alley
8259;121355;05-05-14;13896;1 Sachtjen Park
8260;331453;18-10-12;13897;05346 Atwood Road
8261;309232;18-11-19;13908;5664 Anderson Crossing
8262;685701;90-10-14;13911;7 Northland Lane
8263;154371;95-03-13;13913;3 Parkside Trail
8264;753109;11-06-28;13913;58620 Lillian Hill
8265;807059;12-10-19;13914;0962 Nobel Hill
8266;897961;09-03-09;13915;870 Gina Hill
8267;962910;19-05-23;13919;9 Eggendart Street
8268;673400;19-06-19;13919;0 Prairie Rose Place
8269;577462;03-01-03;13920;529 Hanson Center
8270;15351;03-09-06;13923;99272 Dennis Junction
8271;179425;86-11-12;13924;7981 Elka Place
8272;82363;07-12-09;13924;317 Spohn Park
8273;349364;87-06-17;13924;67 Transport Center
8274;498465;19-02-13;13926;2 Drewry Hill
8275;474515;18-04-21;13926;63870 Golden Leaf Alley
8276;754640;13-03-25;13927;43921 Kedzie Place
8277;966880;76-07-07;13928;28 Claremont Way
8278;142877;96-11-02;13928;065 Gateway Plaza
8279;279314;85-01-02;13929;4 Jana Park
8280;730000;98-02-13;13931;06 Monument Lane
8281;904527;15-08-02;13932;0 Petterle Street
8282;692165;10-09-03;13932;52064 Laurel Terrace
8283;981363;18-06-22;13933;4 Bowman Way
8284;144791;17-01-15;13934;10013 Vahlen Point
8285;725953;12-09-23;13935;3 Emmet Center
8286;179486;11-09-11;13936;014 Vidon Court
8287;761427;18-11-17;13937;1 Delaware Plaza
8288;699107;18-05-08;13937;755 Carpenter Alley
8289;236072;97-10-09;13938;9051 Rockefeller Way
8290;111352;04-02-23;13938;8 Tony Pass
8291;564905;80-07-04;13942;9 Buell Crossing
8292;619869;83-09-16;13945;4 Amoth Park
8293;767300;75-04-19;13947;36 New Castle Park
8294;220966;97-03-09;13948;1015 Bluejay Street
8295;23538;94-12-19;13948;668 Northport Avenue
8296;315961;14-03-02;13949;49 Hintze Alley
8297;60227;08-12-14;13954;2333 Tomscot Parkway
8298;295079;19-04-14;13955;72066 Prairie Rose Junction
8299;467266;91-05-09;13956;06 Stang Drive
8300;445219;10-09-16;13959;18251 Bayside Junction
8301;629400;02-01-26;13959;370 Memorial Way
8302;483593;05-10-20;13960;90 Artisan Place
8303;709593;15-09-22;13961;5 Fieldstone Court
8304;874717;07-01-17;13963;1015 Bluejay Street
8305;684732;02-05-05;13963;58233 Hoffman Pass
8306;445939;14-01-26;13963;4466 Morningstar Way
8307;827667;07-10-29;13963;381 Meadow Ridge Street
8308;646545;97-10-08;13964;144 Tomscot Alley
8309;439918;16-10-31;13969;22451 Mifflin Hill
8310;432912;96-11-11;13971;7881 Sycamore Place
8311;368076;18-08-09;13972;579 Debs Place
8312;43305;93-06-24;13972;42 Debs Lane
8313;570622;06-02-07;13974;8454 Browning Avenue
8314;296197;05-03-08;13978;66 Sherman Hill
8315;365896;97-05-20;13980;28 Claremont Way
8316;605197;08-03-06;13982;7764 Stang Avenue
8317;794332;82-07-05;13986;2046 Fulton Pass
8318;166135;05-04-29;13986;6 Iowa Trail
8319;952868;03-01-03;13987;7 Schmedeman Trail
8320;98002;18-07-01;13988;0 Derek Lane
8321;737133;13-02-11;13989;67 Transport Center
8322;101882;19-08-06;13990;22179 Mayfield Terrace
8323;933053;05-04-21;13991;99 Londonderry Plaza
8324;568467;87-03-19;13995;1295 Kings Terrace
8325;36856;14-05-18;13996;4 Commercial Court
8326;483351;03-06-23;13997;5839 Fulton Avenue
8327;119878;00-07-19;13997;66 Sherman Hill
8328;297107;05-02-26;13999;833 Cody Avenue
8329;494856;75-09-23;14000;5539 Jenna Lane
8330;636679;96-12-24;14000;3858 Westport Pass
8331;630343;13-06-07;14002;8230 Luster Point
8332;55603;99-02-28;14003;11526 Huxley Court
8333;413098;16-06-25;14003;4 Fuller Court
8334;342115;95-08-23;14004;1712 Granby Avenue
8335;142495;03-07-12;14005;7 Redwing Trail
8336;980834;11-10-17;14005;26 South Alley
8337;905219;01-12-02;14007;9273 Maple Wood Court
8338;588657;13-08-23;14007;00159 Little Fleur Alley
8339;650783;91-05-22;14007;758 Anzinger Park
8340;111365;96-11-06;14008;75270 Moulton Plaza
8341;546522;05-09-12;14010;477 Crest Line Center
8342;952676;09-03-27;14012;12094 8th Parkway
8343;41680;07-12-07;14014;9 Katie Road
8344;475672;12-02-03;14015;41 Arizona Road
8345;458812;19-06-08;14015;374 Drewry Place
8346;660399;86-09-08;14017;77834 Arapahoe Street
8347;703642;80-04-02;14018;1940 Vahlen Center
8348;95951;63-08-06;14019;9 Waxwing Parkway
8349;416617;76-08-11;14020;0274 Carioca Court
8350;866139;18-04-04;14020;37248 Kipling Avenue
8351;72368;09-12-04;14020;492 Maywood Parkway
8352;457830;14-04-16;14021;19 Troy Alley
8353;22165;97-03-24;14022;0 Gale Street
8354;926641;86-11-22;14023;03 Spenser Avenue
8355;571940;16-08-26;14025;984 Spaight Avenue
8356;577645;12-07-27;14027;55 Declaration Alley
8357;900603;79-07-22;14027;0 Butterfield Trail
8358;712119;12-11-03;14028;02 Golf Course Park
8359;152406;19-03-07;14032;58181 Dexter Alley
8360;652258;04-06-13;14036;50 Straubel Point
8361;337205;09-02-10;14039;8 Shoshone Road
8362;69561;08-04-30;14039;1 4th Terrace
8363;451710;16-01-21;14039;52332 John Wall Place
8364;518002;01-12-01;14040;2 Ronald Regan Plaza
8365;904530;97-01-04;14041;4456 Banding Drive
8366;520121;14-05-02;14044;2938 Algoma Pass
8367;10501;14-11-25;14045;3 Hagan Way
8368;432004;07-03-17;14047;0886 Hoffman Court
8369;808764;78-10-21;14050;7 Redwing Trail
8370;112738;06-11-27;14052;4620 Meadow Ridge Road
8371;40347;12-12-20;14056;3 Canary Circle
8372;814283;89-03-14;14057;8230 Luster Point
8373;481052;98-05-19;14058;58181 Dexter Alley
8374;326915;89-10-26;14062;44 Grim Plaza
8375;955798;18-10-06;14062;63819 Kennedy Circle
8376;528188;69-10-07;14064;714 Shasta Point
8377;237666;91-10-25;14065;2560 International Crossing
8378;800344;19-01-19;14068;833 Cody Avenue
8379;537641;06-03-24;14070;43 Sommers Drive
8380;435317;72-01-15;14071;013 Brickson Park Avenue
8381;274756;73-12-04;14076;100 Evergreen Pass
8382;851929;12-06-02;14076;8848 Reinke Pass
8383;37282;16-11-08;14077;6 Jenifer Road
8384;518590;97-11-25;14079;70 Pleasure Avenue
8385;478617;03-12-29;14079;065 Gateway Plaza
8386;929093;06-11-24;14083;8 Tony Pass
8387;175073;87-07-13;14083;5548 Montana Circle
8388;894456;04-02-07;14083;31505 Del Mar Trail
8389;525919;88-07-06;14086;580 Eggendart Crossing
8390;120360;13-02-04;14087;61074 Memorial Alley
8391;700310;91-01-01;14088;11 Beilfuss Alley
8392;770058;19-06-08;14089;7 Mcguire Terrace
8393;118628;06-11-19;14090;477 Crest Line Center
8394;185559;16-04-14;14092;331 David Alley
8395;977853;93-04-30;14094;09101 Columbus Road
8396;459984;63-01-12;14095;1460 Gulseth Crossing
8397;433619;05-08-03;14097;299 Riverside Trail
8398;368943;11-02-05;14098;5257 Katie Junction
8399;604328;07-05-25;14098;58 Doe Crossing Parkway
8400;266844;18-08-12;14098;8217 Buhler Terrace
8401;526175;19-03-06;14100;48 Upham Drive
8402;925060;17-08-31;14100;61262 Stuart Center
8403;942359;93-05-17;14102;47 Nova Parkway
8404;201558;13-08-06;14103;26 Portage Hill
8405;826155;16-12-30;14103;4 Commercial Court
8406;833561;91-06-26;14105;47441 Center Terrace
8407;624544;62-01-26;14105;06500 Browning Terrace
8408;334036;82-12-19;14106;24472 Browning Junction
8409;45152;90-12-22;14109;7902 Upham Terrace
8410;263476;00-04-18;14109;10013 Vahlen Point
8411;208913;17-11-28;14111;3 Tony Terrace
8412;697352;14-09-12;14112;59938 Caliangt Point
8413;303689;92-08-25;14112;7468 Bultman Park
8414;951838;08-09-10;14115;96 Fremont Street
8415;74723;12-06-23;14118;4 Glendale Court
8416;252435;01-02-24;14119;52332 John Wall Place
8417;723707;06-01-14;14124;8697 Browning Court
8418;436324;13-06-09;14125;73264 Dapin Alley
8419;17469;09-12-30;14126;5 Maple Wood Center
8420;994353;98-10-22;14128;7468 Bultman Park
8421;845204;82-05-01;14129;89 Dennis Junction
8422;1059;09-10-13;14131;1 Erie Junction
8423;133932;15-07-30;14131;384 International Hill
8424;404437;13-05-13;14132;1712 Granby Avenue
8425;590345;94-09-30;14132;75 Sutteridge Center
8426;166296;17-01-28;14132;19 Aberg Parkway
8427;825138;11-06-25;14134;8700 Kingsford Street
8428;782433;59-05-22;14136;6094 Oxford Lane
8429;133355;99-06-14;14137;920 Prentice Court
8430;481947;91-07-06;14138;2138 Kingsford Junction
8431;158663;00-07-26;14140;869 Springview Drive
8432;849590;08-07-10;14141;66 Sherman Hill
8433;435732;11-06-08;14141;0 Ludington Point
8434;27699;18-12-04;14146;45163 Bowman Parkway
8435;250143;11-04-14;14148;61262 Stuart Center
8436;666734;74-10-22;14149;373 Summerview Avenue
8437;663965;10-10-26;14153;19 Aberg Parkway
8438;829976;12-11-06;14154;19200 Donald Terrace
8439;117439;16-03-21;14154;23 Johnson Way
8440;878119;90-10-10;14154;3 Parkside Trail
8441;795223;72-03-24;14157;5748 Pankratz Place
8442;830091;09-11-05;14159;1712 Granby Avenue
8443;128829;89-06-22;14159;4 Glendale Court
8444;581597;19-02-25;14160;430 Crest Line Crossing
8445;262521;81-06-24;14161;8662 Atwood Terrace
8446;219178;01-06-20;14161;2030 Oriole Court
8447;694682;13-05-03;14162;03 Spenser Avenue
8448;972306;08-09-10;14162;3688 6th Terrace
8449;759809;18-07-13;14163;984 Spaight Avenue
8450;120860;86-07-25;14163;043 Eliot Lane
8451;523730;98-11-08;14164;9223 Rowland Plaza
8452;386328;00-05-04;14170;61 Elgar Plaza
8453;813684;17-08-18;14172;109 Prairieview Drive
8454;376121;19-03-03;14174;46 Straubel Place
8455;541516;08-08-13;14174;8 Orin Alley
8456;331144;01-09-02;14175;57 Summit Street
8457;103946;08-11-24;14189;485 Holy Cross Avenue
8458;641699;16-11-07;14189;2814 Stone Corner Avenue
8459;541829;77-01-17;14190;5 Eastwood Junction
8460;754343;09-10-27;14191;93 Marquette Circle
8461;616433;05-03-29;14192;3 Tony Terrace
8462;601834;15-11-18;14193;4516 David Road
8463;382155;90-08-26;14197;56 Daystar Way
8464;40506;64-11-04;14199;7886 Dryden Lane
8465;551330;02-01-05;14199;29 Granby Plaza
8466;496261;89-07-21;14201;57710 Utah Crossing
8467;619220;12-06-23;14202;562 Northland Terrace
8468;436374;87-12-24;14202;12094 8th Parkway
8469;232309;08-10-28;14202;2 Vahlen Place
8470;891175;06-12-12;14206;7384 Memorial Terrace
8471;171642;07-08-12;14207;292 Cardinal Terrace
8472;874721;04-02-07;14208;283 Eagle Crest Avenue
8473;816025;02-05-23;14208;0 Petterle Street
8474;961773;19-02-08;14209;61262 Stuart Center
8475;170671;06-08-12;14210;698 Maple Wood Crossing
8476;397994;98-04-12;14211;19652 Golf View Plaza
8477;4851;17-06-29;14213;21 Forest Dale Lane
8478;956538;17-11-18;14219;0 Clarendon Parkway
8479;438395;14-05-16;14220;6213 Portage Road
8480;438583;17-09-14;14222;28 Algoma Road
8481;512244;99-07-16;14229;698 Maple Wood Crossing
8482;271125;17-02-27;14232;98044 Hooker Circle
8483;967981;93-03-30;14232;93 Hoepker Drive
8484;673180;17-09-30;14233;698 Maple Wood Crossing
8485;502218;05-11-05;14233;0 Anzinger Lane
8486;409603;01-03-06;14234;41 Thackeray Avenue
8487;353560;08-11-10;14238;880 Caliangt Hill
8488;327213;96-05-20;14240;418 Columbus Plaza
8489;76661;92-03-31;14243;4 Amoth Park
8490;753921;12-01-24;14243;02480 Coleman Way
8491;238429;76-06-12;14243;5 West Terrace
8492;928380;07-04-19;14244;1795 Northwestern Place
8493;756748;14-01-07;14244;7 Schmedeman Trail
8494;411277;07-10-06;14247;5100 Commercial Drive
8495;969857;99-07-02;14248;48 Scott Lane
8496;153308;77-12-12;14249;8 Anniversary Point
8497;3734;17-04-09;14254;18 Bartelt Terrace
8498;940529;04-11-16;14255;5257 Katie Junction
8499;975603;16-10-01;14260;4122 Loomis Plaza
8500;586563;05-08-02;14261;9004 Lakeland Street
8501;822929;18-09-09;14262;11 Beilfuss Alley
8502;125248;17-12-29;14262;9 Waxwing Parkway
8503;107077;73-06-10;14263;880 Caliangt Hill
8504;301401;94-11-11;14263;1 Delaware Plaza
8505;915696;05-08-12;14266;8 Corry Parkway
8506;878821;89-06-17;14266;049 Mcbride Parkway
8507;11697;97-10-09;14267;141 Vidon Parkway
8508;994177;88-08-05;14268;8804 Montana Way
8509;345924;65-06-18;14268;909 Springview Street
8510;378978;89-11-24;14269;418 Columbus Plaza
8511;300277;12-05-13;14270;38 Montana Hill
8512;296887;04-11-20;14271;28683 Colorado Plaza
8513;516287;94-10-09;14272;50 Graedel Court
8514;775440;13-09-14;14272;437 Amoth Place
8515;734226;86-10-25;14274;6089 Burning Wood Plaza
8516;900590;10-06-02;14274;1617 Springs Terrace
8517;883825;16-09-16;14277;243 Lawn Crossing
8518;336724;16-01-11;14277;674 2nd Park
8519;700220;18-03-29;14278;9 Eggendart Center
8520;26319;15-10-06;14283;0 Prairie Rose Place
8521;87951;09-09-13;14284;5 Cherokee Pass
8522;736396;12-03-25;14285;061 Kropf Lane
8523;152886;64-10-08;14286;19 Troy Alley
8524;659880;19-03-26;14287;1833 Acker Park
8525;250237;88-09-08;14292;3 Bayside Point
8526;912173;13-09-16;14293;8217 Buhler Terrace
8527;750629;75-03-30;14297;395 Troy Trail
8528;969817;12-10-24;14299;37 Algoma Trail
8529;684451;95-06-27;14299;6462 Washington Circle
8530;204657;89-05-25;14305;920 Graceland Drive
8531;579700;18-08-25;14310;02156 Kensington Terrace
8532;722632;17-12-17;14312;2 Union Lane
8533;55537;18-01-23;14312;0 Prentice Lane
8534;646255;91-07-27;14318;15715 Cottonwood Road
8535;416829;09-05-24;14326;03 Spenser Avenue
8536;248742;10-03-08;14331;38 Montana Hill
8537;284519;19-05-12;14332;40298 Maywood Trail
8538;12762;05-03-09;14338;014 Vidon Court
8539;36088;11-01-01;14338;36 Commercial Lane
8540;952882;92-12-25;14338;5 Claremont Place
8541;295664;16-11-14;14340;4 Glendale Court
8542;546901;13-07-16;14341;8804 Montana Way
8543;836767;19-08-29;14342;31 Anniversary Pass
8544;633514;92-10-19;14344;55 Menomonie Center
8545;463462;87-05-07;14345;48 Scott Lane
8546;723197;14-11-22;14348;1015 Bluejay Street
8547;729782;11-02-11;14352;4122 Loomis Plaza
8548;538821;98-04-05;14353;31 Duke Court
8549;201759;08-11-02;14354;50 Graedel Court
8550;422146;96-09-30;14356;69643 Menomonie Park
8551;532553;13-01-17;14359;356 Kim Lane
8552;842661;80-06-19;14360;4 Bowman Way
8553;867299;16-03-20;14361;752 Northridge Junction
8554;469862;15-02-03;14367;584 Burrows Terrace
8555;999623;19-02-21;14368;6 Grover Terrace
8556;836348;00-01-01;14368;9477 Commercial Way
8557;11785;04-12-23;14368;305 Golf Course Road
8558;566201;09-02-05;14369;152 Prairieview Pass
8559;627455;01-07-17;14369;48 Becker Way
8560;769812;85-03-15;14377;3 Emmet Center
8561;954353;82-05-19;14383;290 Texas Lane
8562;653396;12-02-24;14388;6850 Comanche Center
8563;339677;16-04-04;14390;6271 Golf View Center
8564;367702;15-02-16;14391;459 Evergreen Point
8565;585211;19-04-30;14391;6568 Carpenter Park
8566;639702;80-03-24;14391;57 Summit Street
8567;906237;05-11-13;14391;8557 Derek Place
8568;26292;04-05-15;14392;54 Sheridan Way
8569;686884;18-12-31;14393;94 Novick Crossing
8570;108816;09-07-25;14394;222 Claremont Court
8571;2249;19-02-22;14396;5257 Katie Junction
8572;814052;73-11-18;14398;356 Kim Lane
8573;493999;60-07-12;14398;84 Harper Place
8574;409036;10-06-06;14403;175 Reindahl Place
8575;276291;16-11-15;14410;9 Pawling Plaza
8576;123939;88-08-01;14411;85364 Lyons Court
8577;374579;18-01-30;14413;1 Delaware Plaza
8578;951687;00-11-02;14413;4 Larry Circle
8579;883562;91-04-18;14416;1 Brown Place
8580;382452;16-11-17;14417;659 Cordelia Court
8581;93780;71-02-08;14418;54 Namekagon Alley
8582;633185;84-10-07;14419;78749 Northwestern Center
8583;403530;05-11-03;14421;3 Harper Parkway
8584;543271;86-10-01;14421;81884 Esker Drive
8585;169130;06-02-19;14422;579 Debs Place
8586;161328;04-06-20;14425;1730 Erie Plaza
8587;291275;10-04-28;14427;1 Eagle Crest Avenue
8588;806439;02-08-10;14434;8314 Reindahl Point
8589;120341;92-09-25;14435;69 Homewood Street
8590;288337;78-11-27;14435;758 Anzinger Park
8591;16344;68-12-21;14435;2 Randy Plaza
8592;889529;83-08-15;14437;346 Hoepker Lane
8593;285661;00-09-22;14440;30 Arizona Drive
8594;929111;75-06-25;14444;984 Spaight Avenue
8595;496666;15-04-09;14446;71 Meadow Valley Center
8596;40328;09-12-27;14449;48 Steensland Plaza
8597;418340;06-05-02;14450;3 Vahlen Lane
8598;462665;95-12-02;14451;25433 Schiller Trail
8599;373975;81-04-07;14452;15 Cody Court
8600;742684;02-10-24;14455;03068 Knutson Lane
8601;844775;97-03-06;14456;579 Debs Place
8602;576273;06-09-03;14457;2 Badeau Court
8603;343597;17-01-14;14458;9477 Commercial Way
8604;336960;18-10-06;14458;638 Manley Court
8605;348913;01-09-07;14458;346 Hoepker Lane
8606;117140;09-04-28;14458;1399 Huxley Park
8607;888491;18-03-23;14459;99 Londonderry Plaza
8608;729633;15-04-06;14462;23579 Mallory Point
8609;565056;16-08-14;14465;24328 Everett Center
8610;262335;97-04-10;14469;039 Menomonie Plaza
8611;416272;99-09-14;14470;77738 Everett Parkway
8612;633186;08-05-27;14470;5100 Commercial Drive
8613;421065;90-06-02;14472;9 Anhalt Circle
8614;637055;87-09-26;14472;28 Claremont Way
8615;83006;04-08-30;14473;48 Sutherland Crossing
8616;150712;90-10-10;14474;23481 School Junction
8617;218284;16-08-02;14474;28 Algoma Road
8618;302985;93-04-14;14476;81407 Shopko Court
8619;213085;09-07-09;14477;7362 Tennessee Crossing
8620;211296;68-07-13;14478;5 Fuller Way
8621;600536;16-08-03;14480;99 Michigan Place
8622;434204;13-05-24;14483;40298 Maywood Trail
8623;254874;03-04-02;14484;55 Declaration Alley
8624;251219;85-04-17;14484;5 Sauthoff Road
8625;188057;18-03-28;14485;4370 Old Shore Circle
8626;309283;95-03-15;14486;99249 Sycamore Terrace
8627;513453;11-12-23;14492;7 Northland Lane
8628;867931;75-03-12;14495;92 Green Drive
8629;618234;14-10-16;14496;5 Fieldstone Court
8630;476419;12-04-27;14496;41 Schmedeman Alley
8631;149737;16-03-27;14497;233 Superior Lane
8632;449028;00-04-11;14499;8 Tony Pass
8633;7056;90-04-28;14502;6840 Lotheville Avenue
8634;891163;97-06-08;14503;6378 Orin Court
8635;588478;16-12-22;14503;2905 Graedel Road
8636;149546;00-07-29;14505;2 Lien Street
8637;541870;69-03-27;14506;1 Heffernan Center
8638;6044;04-07-03;14509;06 Arapahoe Street
8639;828064;15-01-14;14514;0394 Pawling Park
8640;859836;03-03-21;14514;32162 Daystar Park
8641;810508;03-07-30;14515;8557 Derek Place
8642;983526;18-04-03;14516;0 Clarendon Parkway
8643;943015;82-12-06;14516;72 Delladonna Hill
8644;817657;10-06-05;14518;599 Mockingbird Way
8645;314703;18-10-09;14519;9 Goodland Center
8646;102915;14-12-15;14521;69 Killdeer Way
8647;318640;19-01-05;14523;31505 Del Mar Trail
8648;336789;02-07-25;14524;3 Tony Terrace
8649;266802;16-07-27;14525;837 Dapin Pass
8650;428235;14-11-11;14525;9 Eggendart Center
8651;975344;03-09-26;14526;625 Bultman Avenue
8652;971959;13-11-30;14526;65274 Little Fleur Street
8653;443206;16-06-07;14526;68 Clarendon Avenue
8654;593569;18-06-15;14528;9907 Norway Maple Road
8655;730739;86-12-24;14529;8797 Del Mar Pass
8656;863501;01-03-31;14530;55 Anzinger Alley
8657;277709;08-11-17;14530;3782 Corry Street
8658;286674;98-09-10;14531;0 Ludington Point
8659;675640;14-06-23;14532;1460 Gulseth Crossing
8660;62622;91-01-24;14535;705 Grayhawk Place
8661;981478;10-01-14;14536;4604 Annamark Street
8662;479575;15-08-30;14540;909 Springview Street
8663;157618;14-07-13;14545;57 Sauthoff Avenue
8664;896003;16-09-29;14547;31505 Del Mar Trail
8665;327428;90-03-26;14547;8804 Montana Way
8666;38041;03-04-11;14547;1 Eagle Crest Avenue
8667;838552;16-09-03;14551;81884 Esker Drive
8668;929713;17-12-31;14551;64401 Ramsey Park
8669;89933;12-03-31;14555;98 Fieldstone Crossing
8670;694603;00-08-11;14558;41 Eagle Crest Crossing
8671;102322;05-09-13;14561;655 Gale Hill
8672;269763;10-07-24;14562;6 Shopko Circle
8673;216165;02-11-06;14562;7 Esch Hill
8674;680444;08-10-03;14563;2 Mitchell Point
8675;617461;14-07-03;14564;22124 Red Cloud Point
8676;11033;95-10-18;14566;613 Evergreen Road
8677;858820;90-09-26;14567;07492 Mallard Center
8678;860676;00-03-22;14568;11 Beilfuss Alley
8679;347613;15-11-07;14570;49 Hintze Alley
8680;549697;99-07-07;14571;39649 Maple Circle
8681;736333;01-09-25;14572;40576 South Pass
8682;512923;00-11-03;14576;13 Shasta Terrace
8683;100516;05-02-17;14576;0 Petterle Street
8684;233490;02-12-05;14577;1399 Huxley Park
8685;458981;97-05-21;14580;2 Ronald Regan Plaza
8686;924000;13-10-28;14585;9550 Portage Crossing
8687;77938;85-01-29;14587;014 Vidon Court
8688;684192;11-07-11;14592;99018 Veith Drive
8689;427179;18-08-12;14595;5 West Terrace
8690;949417;18-12-31;14599;84 Onsgard Way
8691;474992;14-07-22;14600;8142 Erie Avenue
8692;6270;13-09-22;14601;41 Luster Drive
8693;186026;95-06-06;14605;90546 Coolidge Trail
8694;610925;11-03-01;14606;2 Mitchell Point
8695;886992;95-07-28;14606;426 Norway Maple Lane
8696;988479;60-10-23;14607;2422 Clove Street
8697;471719;06-05-10;14609;6 American Ash Terrace
8698;91440;09-04-23;14609;0 Muir Park
8699;505280;18-10-13;14611;11148 Daystar Pass
8700;112514;16-10-16;14617;4040 East Drive
8701;366413;87-08-29;14620;78 Declaration Trail
8702;388316;16-04-29;14621;73264 Dapin Alley
8703;31057;04-07-05;14622;9 Forest Run Terrace
8704;804494;08-12-03;14622;16079 Sunfield Alley
8705;785072;00-01-29;14623;344 Victoria Place
8706;209204;18-03-12;14624;2 Sunfield Way
8707;870339;97-07-07;14624;092 Ilene Point
8708;472825;97-01-29;14629;6619 Parkside Alley
8709;740963;11-05-28;14629;77 Claremont Terrace
8710;670029;91-04-12;14629;29 Granby Plaza
8711;511413;00-01-31;14631;3 Mallard Alley
8712;305321;85-06-04;14636;04048 Hayes Park
8713;181460;10-08-28;14637;3 Colorado Point
8714;873488;00-01-16;14637;1217 Melby Road
8715;538963;17-05-12;14637;161 Parkside Circle
8716;608190;81-04-15;14640;584 Burrows Terrace
8717;230459;04-09-18;14641;0274 Carioca Court
8718;401274;80-12-27;14642;0 Prentice Lane
8719;306942;03-08-07;14643;0886 Hoffman Court
8720;505544;17-05-23;14644;3577 Raven Terrace
8721;40148;71-12-20;14645;0 Logan Plaza
8722;610287;90-10-06;14646;8 Orin Alley
8723;454153;84-06-03;14646;7 Village Green Parkway
8724;408595;18-11-21;14647;0214 Northridge Terrace
