id_mov;presupuesto;fecha;ONG
14528;2731;62-11-25;Emard, Zemlak And Beier
14529;19809;93-12-23;Mcdermott Inc
14530;876446;95-07-31;Pouros, Koch And Wiza
14531;471961;18-11-27;Mante, Bode And Wiegand
14532;724070;07-01-10;Zemlak And Sons
14533;884468;69-06-25;Cole-Reilly
14534;844718;11-03-18;Pouros, Koch And Wiza
14535;7017;11-11-19;Altenwerth, Abernathy And Kuvalis
14536;961183;08-02-02;Adca
14537;767231;18-12-15;Schiller, Ullrich And Willms
14538;224154;17-09-01;Green-Cruickshank
14539;333018;74-11-20;Dickens-Boyle
14540;187707;89-01-19;Schaden, Cronin And Bernier
14541;962183;75-09-20;Bednar-Crist
14542;406652;14-10-31;Collier
14543;887593;18-10-29;Shields-Kuhlman
14544;578776;15-10-17;Schmeler, Carroll And Schaden
14545;972176;18-04-24;Miller
14546;645814;11-08-12;Adela Eh
14547;560899;74-02-06;Bosco-Kuhn
14548;231980;04-11-27;Fritsch Group
14549;946502;09-12-12;Conroy, Wisoky And Daniel
14550;498184;93-09-05;Adem
14551;937340;92-03-15;Feil, Kemmer And Koch
14552;654218;05-07-25;Bruen, Macgyver And Deckow
14553;463217;07-03-12;Baumbach, Mccullough And Larson
14554;159222;02-08-26;Jacobi, Spencer And Mayer
14555;486998;10-06-18;Hintz-Donnelly
14556;808824;86-06-07;Kling, Effertz And Anderson
14557;467502;16-09-29;Torphy, Adams And Walter
14558;926138;92-10-13;Langosh, Lueilwitz And Lehner
14559;882466;19-04-16;Weissnat-Bergstrom
14560;10994;08-03-13;Gusikowski-Emard
14561;542500;12-06-03;Kunde-Lowe
14562;212183;53-01-28;Gottlieb Inc
14563;429950;01-03-16;Nolan Group
14564;787750;17-08-29;Feil-Nikolaus
14565;295089;71-12-30;Borer-Trantow
14566;90126;17-12-14;Ortiz-Weimann
14567;254018;78-01-18;Grady, Nicolas And Blick
14568;418280;14-10-28;Luettgen Group
14569;452048;87-01-23;Wolf-Boehm
14570;126964;15-02-08;Ziemann
14571;241316;94-02-26;Dare, Hessel And Mckenzie
14572;421322;12-01-09;Cronin, Gibson And Parisian
14573;215598;91-05-16;Gaylord-Torphy
14574;231316;97-08-19;Cassin Group
14575;557753;06-07-09;Jerde, Veum And Orn
14576;20834;15-04-22;Stracke Group
14577;149359;17-08-26;Gerlach-Leuschke
14578;296113;92-08-20;Bode
14579;655655;18-03-18;Hauck-Lind
14580;453400;95-09-09;Trantow, Schneider And Marvin
14581;140624;19-01-17;Hills-Quitzon
14582;794061;19-07-31;Breitenberg And Sons
14583;134712;13-08-22;Kshlerin, Hahn And Gulgowski
14584;246744;18-04-24;Spinka, Schuster And Kerluke
14585;684727;86-07-23;Jakubowski
14586;734157;11-09-17;Sanford-Kovacek
14587;618882;19-04-07;Predovic Inc
14588;406022;11-06-11;Fadel Group
14589;34862;05-04-06;Schimmel-Beatty
14590;299199;10-11-17;Greenholt Inc
14591;106568;79-12-30;Beahan-Kuhlman
14592;26960;18-03-23;Okuneva, Vonrueden And Quigley
14593;516706;92-08-02;Homenick-Rowe
14594;906881;16-10-29;Bahringer-Lehner
14595;116451;16-03-06;Lakin-Bruen
14596;166687;15-10-29;Green, Towne And Baumbach
14597;102818;13-01-30;Feil-Nikolaus
14598;804699;06-12-04;Reilly, Veum And Wehner
14599;45761;17-09-18;O'Hara-Bergstrom
14600;396637;14-03-16;Hills Inc
14601;410212;66-05-02;Watsica, Spencer And Weissnat
14602;620864;15-02-14;Dubuque And Sons
14603;127538;08-01-04;Adega
14604;217617;62-05-16;Boehm-Luettgen
14605;92417;08-10-16;Hessel, Predovic And Green
14606;37080;13-09-04;Breitenberg And Sons
14607;282033;07-10-15;Macejkovic-Haag
14608;327111;99-07-03;Collins-Hermann
14609;69395;99-04-25;Boehm-Luettgen
14610;392854;91-02-15;Rolfson, Koch And Osinski
14611;262361;91-01-18;Lind-Kuphal
14612;595427;05-03-12;Thiel
14613;345849;93-09-08;Predovic Inc
14614;455871;91-07-06;Hoeger, Zboncak And Hammes
14615;460019;69-08-01;Runte, Baumbach And Runte
14616;752684;10-08-31;Christiansen
14617;700797;11-10-21;Von-Grady
14618;952910;05-12-28;Batz Inc
14619;430579;97-03-05;Raynor-Reichel
14620;450385;96-09-03;Breitenberg-Murphy
14621;653409;18-09-14;Johnston Group
14622;366629;85-10-23;Hayes-O'Reilly
14623;420763;14-04-01;Harber-Blanda
14624;545162;19-05-20;Dietrich
14625;647420;02-05-27;Strosin, Frami And Kuhic
14626;395792;64-08-23;Dibbert-Shields
14627;539108;96-12-03;Klein Group
14628;669132;12-05-01;Powlowski, Kohler And Deckow
14629;601470;10-08-22;Hintz-Reilly
14630;308765;96-08-23;Jakubowski
14631;295415;85-05-16;D'Amore And Sons
14632;588106;10-01-15;Stark, Langworth And Kovacek
14633;29361;19-02-10;Cruickshank, Nienow And Abbott
14634;5867;84-08-08;Romaguera-Gerhold
14635;647725;97-01-27;Borer-Trantow
14636;292384;79-02-10;Koelpin Group
14637;773700;88-02-16;Wilderman, Dubuque And Quitzon
14638;197183;09-08-01;Thiel
14639;620105;79-10-06;Braun-Bechtelar
14640;402482;06-07-31;O'Reilly, Romaguera And Bode
14641;17637;98-01-15;Wilkinson-Schmidt
14642;381027;93-06-14;Will And Sons
14643;579024;01-09-08;Schultz Group
14644;536089;62-10-18;Braun-Eichmann
14645;380768;18-03-30;Dickens-Klein
14646;765604;02-12-20;Kuhlman, Denesik And King
14647;837075;00-12-15;Klocko Group
14648;997308;10-06-24;Waters
14649;970128;03-04-26;Bernier, Shields And Mraz
14650;525790;18-12-19;Nolan Group
14651;560573;98-12-11;Bartell Inc
14652;715415;97-12-20;Bode
14653;183000;72-06-02;Bruen, Cruickshank And Blick
14654;479056;16-08-27;Grimes-Weber
14655;984983;14-06-17;Marvin-Corkery
14656;418414;19-07-03;Adega
14657;937387;11-11-10;Johnson-Hintz
14658;117759;02-11-24;Grady, Mitchell And Lindgren
14659;152660;11-09-27;Effertz-Zboncak
14660;911609;16-08-27;Bartoletti-Dickinson
14661;4138;09-04-09;Frami Group
14662;226312;18-09-01;Kohler, Harris And Weissnat
14663;41915;05-03-05;Strosin-Barton
14664;150623;14-09-07;Stracke Inc
14665;153768;05-03-10;Erdman-Conn
14666;227115;16-07-07;Gusikowski-Emard
14667;771665;10-03-11;Koss Group
14668;655742;14-03-05;Gulgowski-Spinka
14669;773796;94-10-15;Brekke-Crist
14670;136866;18-10-23;Gutkowski-Nikolaus
14671;234162;07-12-19;Paucek Group
14672;913074;06-12-24;Botsford-Romaguera
14673;118681;18-11-23;Labadie And Sons
14674;234561;12-07-07;Marvin-Corkery
14675;556034;18-05-07;Langosh
14676;378981;11-02-20;Adem
14677;39285;75-04-09;Rippin-Effertz
14678;865398;10-09-23;Frami, Christiansen And Hermann
14679;851291;02-02-21;Gottlieb
14680;415452;87-01-24;Roob, Windler And Weimann
14681;944576;01-01-19;Luettgen Group
14682;507270;92-04-08;Shields, Wintheiser And Boyle
14683;833815;12-09-07;Schimmel-Mcglynn
14684;673447;02-05-25;Terry Inc
14685;257305;85-08-01;Kuhn-Herzog
14686;13992;12-07-27;Aufderhar
14687;424345;18-03-24;Cassin-Mayer
14688;460821;17-08-23;Schneider And Sons
14689;753798;79-11-09;Hauck-Metz
14690;673820;04-06-22;Gottlieb Inc
14691;665780;09-10-09;Dietrich-Roob
14692;252378;18-04-15;Carter-Mueller
14693;255641;10-08-26;Wilderman, Dubuque And Quitzon
14694;399086;88-09-20;Larson, Franecki And Macejkovic
14695;336872;74-11-24;Bartoletti-Kunde
14696;345298;00-10-25;Welch
14697;429389;00-02-07;Koelpin-Hand
14698;971096;87-04-20;Adela Eh
14699;266733;12-04-15;Rowe-Fisher
14700;640646;09-12-15;Von-Grady
14701;893216;12-05-24;Nicolas Group
14702;588446;74-03-26;Kuhic-Zboncak
14703;209131;19-08-12;Bosco-Lockman
14704;440807;19-01-18;Marks-Stokes
14705;217487;14-08-16;Volkman-Conn
14706;849018;14-12-24;Wisoky
14707;538180;07-06-12;Turcotte, Stark And Hauck
14708;596827;19-07-17;Barrows-Sauer
14709;719050;08-08-21;Mann, Howell And Shields
14710;135026;16-06-08;Lindgren, Barrows And Goodwin
14711;448837;04-01-17;Kutch, Cremin And Mcclure
14712;546482;86-09-06;Boehm-Dooley
14713;645501;92-01-10;Wisozk-Goyette
14714;620033;55-08-06;Predovic Inc
14715;551647;89-09-07;Gleason
14716;763318;15-03-04;Farrell Group
14717;324096;83-12-14;Runolfsdottir-Prosacco
14718;718929;13-09-10;Simonis-Torphy
14719;705290;74-01-24;Casper-Jacobson
14720;169191;65-09-09;Weimann, Armstrong And Luettgen
14721;534444;01-07-18;Gulgowski Inc
14722;690375;14-12-04;Cronin
14723;86291;14-09-24;Trantow, Schneider And Marvin
14724;631243;19-07-07;Herman, Luettgen And Balistreri
14725;295888;81-10-27;Little, Heller And Lubowitz
14726;589390;16-01-27;Mclaughlin And Sons
14727;347219;96-04-14;Renner-Erdman
14728;61304;10-10-15;Leannon-Brekke
14729;58767;99-09-06;Boehm-Dooley
14730;246698;18-09-03;Mueller-Simonis
14731;770347;18-09-03;Nader, Dietrich And Frami
14732;200131;13-12-07;Crooks, Mraz And Volkman
14733;26205;15-03-26;Johnston-Rath
14734;434729;11-04-23;Reinger, Keeling And Nienow
14735;691839;19-04-13;Labadie, Veum And Hammes
14736;715786;16-09-04;Pacocha-Heller
14737;348542;04-01-14;Daniel
14738;210245;87-04-11;Wilkinson-Schmidt
14739;190439;84-10-04;Cole-Olson
14740;969936;19-06-22;Grady Group
14741;893898;72-05-18;Trantow-Quigley
14742;814251;01-11-25;Rath-Quitzon
14743;434129;07-11-22;Dach Inc
14744;27108;86-06-07;Bosco, Heathcote And Ryan
14745;107696;13-06-22;Hermann
14746;743915;09-10-20;Mertz, Batz And Olson
14747;886709;13-09-18;Keebler
14748;804609;18-04-30;Stracke Inc
14749;225613;87-02-02;Collier-Anderson
14750;373032;11-11-25;Dickens-Klein
14751;381341;17-08-18;Orn-Hilll
14752;725615;17-04-17;Collier
14753;311823;18-03-29;Lueilwitz
14754;78091;15-03-11;Rohan Inc
14755;541477;10-05-01;Wisozk-Connelly
14756;905271;88-04-16;Adecoi
14757;925577;18-11-25;Afac
14758;486404;02-07-17;Schimmel Inc
14759;453418;08-02-15;Hegmann And Sons
14760;124603;06-01-20;Schroeder-Hamill
14761;557519;06-02-22;Wehner-Jenkins
14762;464691;10-11-14;Moen, Koss And Paucek
14763;923699;79-05-14;Adela Eh
14764;384930;91-05-12;Champlin, O'Reilly And O'Keefe
14765;329200;75-12-18;Ledner, Skiles And Emard
14766;717649;80-03-10;Reichel Inc
14767;994743;78-04-24;Franecki
14768;65254;11-02-12;Kilback
14769;336104;05-09-09;Funk, Turcotte And Jenkins
14770;316959;17-07-17;Simonis Group
14771;173180;82-06-20;Abbott
14772;721998;18-02-07;Gulgowski-Spinka
14773;865620;71-11-03;Marks-Stokes
14774;400057;98-08-09;Boehm-Luettgen
14775;261743;64-07-18;Abernathy
14776;96490;01-07-15;Stark, Langworth And Kovacek
14777;903922;85-09-15;Huels
14778;140984;62-10-01;Bartoletti-Kunde
14779;894877;16-07-24;Barrows-Dibbert
14780;445607;14-08-15;Bode-Nikolaus
14781;536334;88-01-10;Murray, Monahan And Hilll
14782;951773;13-05-14;Wiegand Group
14783;205768;10-06-12;Goodwin, Cremin And Raynor
14784;731619;07-12-12;Hagenes-Gutmann
14785;980594;14-09-29;Mohr, Monahan And Hermiston
14786;536002;99-11-26;Bernier, Shields And Mraz
14787;351433;99-10-10;Lueilwitz-Runolfsdottir
14788;583764;17-11-12;Konopelski, Hermann And Ziemann
14789;798081;80-05-06;Okuneva, Vonrueden And Quigley
14790;548901;11-07-13;Reinger-Bosco
14791;127069;80-10-17;Goldner-Klocko
14792;944411;86-07-17;Fritsch And Sons
14793;913675;19-07-17;Lubowitz-Stroman
14794;976060;80-03-05;Bahringer-Lehner
14795;597767;19-01-22;Hettinger-Nolan
14796;946940;07-08-25;Walter-Littel
14797;243599;76-01-02;Rosenbaum And Sons
14798;979552;70-04-30;Gleichner And Sons
14799;854717;02-07-03;Rosenbaum, Lind And Koss
14800;808711;88-03-21;Stark Inc
14801;28441;87-12-19;Goldner, Kertzmann And Paucek
14802;535958;14-01-05;Zulauf Group
14803;857400;05-07-17;Grimes-Weber
14804;492035;58-01-19;Schuppe And Sons
14805;448302;05-01-28;Harvey, Heathcote And Legros
14806;691718;04-04-30;Block Group
14807;777274;16-04-11;Towne-Hamill
14808;648367;07-07-03;Bechtelar-Wuckert
14809;915306;19-07-06;Feil, Lehner And Krajcik
14810;124856;14-06-19;Murphy-Kunde
14811;412533;89-12-03;Cruickshank Inc
14812;383237;79-04-24;Hegmann, Koelpin And Lindgren
14813;12832;07-08-27;Jaskolski-Ebert
14814;406128;10-09-02;Gusikowski-Emard
14815;575242;10-10-28;Gaylord-Torphy
14816;967106;07-10-08;Raynor, Abernathy And Koch
14817;24890;18-11-29;Carter-Muller
14818;55958;89-12-11;Collier
14819;719964;16-09-02;Dietrich
14820;722704;99-08-02;Kautzer, Streich And Vandervort
14821;890833;18-07-02;Durgan And Sons
14822;73889;02-05-20;Schneider Inc
14823;789930;18-09-03;Becker, Haag And Hammes
14824;932969;83-10-31;Rippin-Torphy
14825;633487;19-02-05;Mraz Group
14826;364252;18-06-10;Abbott, Torp And Mcdermott
14827;623206;00-11-23;Lind-Kuphal
14828;902405;11-11-17;Halvorson, Jacobson And Ward
14829;32418;08-02-16;Bechtelar-Wuckert
14830;302786;68-11-26;Pagac, Huel And Abshire
14831;854613;68-02-19;Strosin
14832;383196;86-04-22;Swaniawski Group
14833;10109;75-03-04;Botsford, Breitenberg And Steuber
14834;28634;06-12-27;Connelly-Ruecker
14835;219861;04-09-26;Jenkins-Ward
14836;888331;04-10-10;Borer-Trantow
14837;414409;05-08-12;Heathcote, Schinner And Walker
14838;582414;66-02-14;Sanford Inc
14839;834472;98-05-26;Monahan-Grimes
14840;114644;08-12-08;Swaniawski-Kutch
14841;673202;15-05-20;Quitzon Group
14842;366550;93-03-11;Mohr, Monahan And Hermiston
14843;190401;83-05-05;Walter Group
14844;610057;18-06-28;Bednar-Crist
14845;896448;11-07-12;Harvey And Sons
14846;751629;83-10-21;Gorczany-Nienow
14847;74677;90-11-07;Cole, Reichert And Halvorson
14848;396191;18-08-14;Kassulke, Hamill And Luettgen
14849;357737;80-09-07;Gaylord-Torphy
14850;851585;02-07-12;Waelchi-Borer
14851;550302;17-06-02;Huels
14852;621677;19-03-04;Kling, Barrows And Rau
14853;12761;19-04-27;Schowalter-Senger
14854;542769;13-03-24;Hammes-Conn
14855;974948;11-08-19;Rosenbaum, Lind And Koss
14856;776338;81-11-20;Schimmel-Beatty
14857;785130;79-07-21;Homenick, Sipes And Carter
14858;243742;01-02-18;Kilback Inc
14859;69098;05-08-25;Reichert And Sons
14860;215948;05-12-22;África Esperanza
14861;703238;95-09-01;Muller, Reichert And Grimes
14862;822929;58-09-04;Ryan
14863;258428;90-06-30;Hammes-Conn
14864;7064;12-10-06;Rohan Inc
14865;626463;95-02-03;Shields-Kuhlman
14866;573451;11-11-21;Lubowitz, Weimann And Lemke
14867;973319;97-04-05;Dietrich And Sons
14868;626803;79-08-07;Mraz Group
14869;182148;15-01-06;Jacobs, Braun And Schimmel
14870;123360;99-12-29;Dibbert And Sons
14871;104006;16-01-13;Adega
14872;262903;18-04-17;Wisozk-Goyette
14873;306248;85-12-23;Hauck-Metz
14874;41596;83-03-28;Herman, Luettgen And Balistreri
14875;363769;95-10-16;O'Hara
14876;27828;94-01-21;Wisoky Group
14877;845182;02-05-08;Simonis, Roberts And Frami
14878;315113;05-06-24;Carroll-Mcclure
14879;322464;15-10-29;Wuckert
14880;327901;82-01-25;Corkery-Corwin
14881;329693;90-10-10;Hettinger-Lynch
14882;806931;67-12-09;Hamill-Rath
14883;941748;11-10-13;Rutherford Group
14884;478581;17-01-14;Mcdermott Inc
14885;584963;81-05-31;Langworth
14886;634869;06-04-06;Koepp
14887;86984;05-10-04;Zulauf Group
14888;468279;15-09-25;Weber, Rippin And Krajcik
14889;649333;95-03-02;Wisoky
14890;62601;16-01-23;Veum, Gislason And Morar
14891;66176;18-08-21;Franecki-Beahan
14892;824265;05-12-03;Schiller-Mitchell
14893;458554;83-02-05;Littel, Lynch And Lowe
14894;314667;19-05-26;Gutkowski, Huel And Murazik
14895;516299;08-12-23;Kulas Inc
14896;852218;19-01-31;Olson, Thompson And Fritsch
14897;78390;69-11-29;Watsica-Blanda
14898;348667;13-01-07;Toy, Hahn And King
14899;988557;86-04-08;Kuphal And Sons
14900;720964;09-07-03;Okuneva
14901;294672;77-11-18;Hegmann And Sons
14902;400878;97-04-12;Hauck
14903;265149;06-12-21;Kub, Mante And Lebsack
14904;644756;18-12-29;Jenkins-Ward
14905;295366;08-06-01;Orn, Conn And Jakubowski
14906;899460;89-10-30;Daniel Inc
14907;777815;15-04-24;Bednar-Flatley
14908;797627;95-12-21;Raynor And Sons
14909;674286;18-09-23;Blick, Harber And Smith
14910;510553;17-05-27;Kuhlman Group
14911;444592;96-08-17;Brown
14912;93248;59-06-02;Morar-Schoen
14913;504212;16-08-16;Afrikable Ongd
14914;839790;10-05-25;Rippin, Huel And Mccullough
14915;236233;98-06-23;Watsica Group
14916;360423;02-03-22;Sanford-Kovacek
14917;210893;16-02-05;Sipes Group
14918;598857;19-05-20;Franecki-Beahan
14919;64644;03-11-03;Deckow And Sons
14920;874725;10-06-02;Schneider And Sons
14921;863162;98-03-22;Williamson-Watsica
14922;96941;96-03-18;Grady, Mitchell And Lindgren
14923;306705;08-10-17;Zemlak, Thompson And Schuppe
14924;485167;07-06-19;Bosco, Heathcote And Ryan
14925;867051;15-01-27;Becker And Sons
14926;521567;18-11-10;Muller, Reichert And Grimes
14927;430825;10-04-19;Jacobs, Hand And Powlowski
14928;327123;15-06-25;Schaden-Gleichner
14929;962323;12-08-17;Dicki
14930;488625;10-05-26;Kovacek-Swift
14931;686969;15-01-12;Durgan
14932;992348;84-11-30;Walsh-Doyle
14933;507369;97-10-11;Schmidt, Ryan And Jacobson
14934;735909;19-07-06;Grimes-Weber
14935;799796;15-10-27;Welch
14936;326598;05-12-13;Dach Inc
14937;672307;17-06-16;Eichmann-Streich
14938;813976;09-10-31;Weber Inc
14939;306933;87-12-18;Gutkowski-Nikolaus
14940;304404;17-11-02;Rohan And Sons
14941;873536;99-10-21;África Esperanza
14942;989509;78-02-05;Friesen-Pfeffer
14943;58867;15-03-25;Weissnat-Bergstrom
14944;221431;12-12-27;Bosco And Sons
14945;814647;83-06-11;Okuneva Inc
14946;224897;87-01-03;Quitzon Inc
14947;974046;18-04-01;Keeling, Bruen And Greenholt
14948;667326;86-12-25;Quitzon Inc
14949;367537;82-12-16;Hauck-Lind
14950;582707;95-10-29;Pfannerstill, Powlowski And Kreiger
14951;711151;88-01-03;Cartwright, Gusikowski And Miller
14952;967941;01-11-26;Crooks, Mraz And Volkman
14953;170329;17-11-29;Mckenzie, Lynch And Reinger
14954;138082;98-03-03;Homenick-Rowe
14955;109165;18-03-24;Kutch, Rodriguez And Hettinger
14956;399141;01-03-26;O'Reilly-Hilll
14957;517033;85-04-06;Marvin-Corkery
14958;419389;12-06-09;Weber Inc
14959;440915;03-10-06;Gottlieb
14960;308963;82-02-23;Rowe-Wisoky
14961;34144;94-12-22;O'Hara-Bergstrom
14962;919166;06-07-10;Pacocha-Heller
14963;17982;91-05-01;Wiegand
14964;246684;18-04-24;Mertz Group
14965;923052;10-12-31;Stracke Inc
14966;222247;14-05-17;Miller, Senger And Kertzmann
14967;364040;16-01-21;Zemlak, Cruickshank And Boehm
14968;25356;99-05-29;Rosenbaum-Brekke
14969;460202;03-01-30;Powlowski, Kohler And Deckow
14970;569963;93-11-01;Crona, Schmeler And Greenfelder
14971;415846;07-05-01;Ebert-Pollich
14972;4807;95-02-22;Luettgen-Satterfield
14973;540137;08-07-11;Gutkowski, Kuhlman And Purdy
14974;147591;08-10-28;Grant-Schaden
14975;981288;86-08-10;Nienow, Harvey And Bartoletti
14976;693403;77-06-15;Upton, Kshlerin And Borer
14977;926440;08-12-23;Franecki Group
14978;81269;14-09-13;O'Keefe-Zulauf
14979;31189;16-04-01;Wolff, Russel And Ankunding
14980;115411;15-05-18;Renner, Bogisich And O'Kon
14981;267281;06-10-18;Hauck-Lind
14982;6192;19-08-04;Rohan Inc
14983;531665;05-06-07;Bauch, Ernser And Cronin
14984;310244;17-02-05;Bergstrom Group
14985;309831;78-07-09;Brown
14986;824967;92-10-22;Zemlak, Cruickshank And Boehm
14987;933714;02-10-11;Hane, Buckridge And Kuhn
14988;752620;15-09-06;Blick, Herman And Grady
14989;308699;85-06-29;Boehm-Dooley
14990;104093;07-06-14;Hartmann And Sons
14991;449959;84-07-11;Hane, Buckridge And Kuhn
14992;911918;94-09-17;Aeal
14993;925587;13-11-19;Johns, Kessler And Balistreri
14994;951280;14-03-28;Collins, Pacocha And Turcotte
14995;16307;03-09-09;Jones-Kemmer
14996;805233;07-03-14;Hoeger, Zboncak And Hammes
14997;688946;12-09-17;Mcclure
14998;447899;09-10-06;Boyle, Walsh And Blanda
14999;471585;65-03-24;Moore-O'Conner
15000;398534;88-10-17;Hayes, Huel And Keebler
15001;111935;00-08-20;Auer-Ryan
15002;873203;18-01-08;Predovic Inc
15003;766213;17-11-21;Bernier-Stokes
15004;759108;16-10-27;Hills-Quitzon
15005;469232;16-03-28;Murazik
15006;189484;98-09-13;Pfannerstill, Powlowski And Kreiger
15007;517273;96-05-11;Cronin Inc
15008;399825;13-10-10;Stokes, Kilback And Boyle
15009;602303;75-07-31;Ebert-Pollich
15010;640226;03-03-23;Hahn-Rohan
15011;868568;18-05-19;Doyle, Mccullough And Friesen
15012;659490;88-04-13;Ritchie And Sons
15013;509581;06-09-07;Cronin Inc
15014;304386;90-12-19;Botsford, Wuckert And Volkman
15015;393361;08-10-02;Schiller, Ullrich And Willms
15016;306076;16-12-01;Weissnat-Bergstrom
15017;833981;82-10-01;Ritchie-Rath
15018;606032;89-12-17;Koch
15019;314730;04-02-26;Kutch, Cremin And Mcclure
15020;67184;75-07-29;Ferry, Stroman And Veum
15021;768731;78-05-10;Becker, Deckow And O'Keefe
15022;816121;05-12-05;Lubowitz, Weimann And Lemke
15023;651841;79-09-02;Macejkovic-Haag
15024;360797;05-06-07;Sanford
15025;121538;93-01-23;Jacobi, Spencer And Mayer
15026;581597;13-08-14;Barrows Group
15027;343376;02-08-04;Hudson-Mayer
15028;388677;81-02-16;Cassin-Mayer
15029;944959;65-05-30;Bins-Goldner
15030;521976;19-08-10;Cremin, Klocko And Thiel
15031;904402;17-11-22;Lakin-Bruen
15032;732792;87-02-18;Hahn-Rohan
15033;414098;86-03-21;Koelpin Group
15034;518260;03-01-08;Herman, Luettgen And Balistreri
15035;703347;00-02-21;Watsica-Morissette
15036;363980;87-05-20;Feil, Lehner And Krajcik
15037;362094;17-06-02;O'Hara
15038;50582;93-07-12;Medhurst-Jones
15039;144053;04-01-31;Bradtke-Walsh
15040;13307;91-04-09;Baumbach, Reinger And Jaskolski
15041;485874;19-02-23;Dooley-Runolfsson
15042;528193;03-02-03;Deckow-Nikolaus
15043;655932;16-10-31;Goldner-Klocko
15044;729922;82-06-04;Moore-Reilly
15045;408874;17-04-14;Gottlieb
15046;767382;15-06-07;Hauck-Lind
15047;878522;94-01-12;Klocko Group
15048;151098;90-12-02;Adecoi
15049;541528;19-07-30;Goldner-Klocko
15050;637789;19-07-14;Abbott
15051;407202;18-07-22;Yost Inc
15052;693014;14-07-25;Sanford
15053;898401;93-10-16;Mckenzie, Paucek And Jaskolski
15054;187199;14-10-28;Kovacek-Swift
15055;315821;18-12-13;Lang, Kohler And Dietrich
15056;604087;15-06-06;Keeling Group
15057;353671;18-08-25;Cassin, Grant And Pfannerstill
15058;515177;11-01-14;O'Conner And Sons
15059;98607;12-12-04;Auer, Bogisich And Jacobson
15060;33997;82-01-08;Hickle, Beatty And Gleichner
15061;911409;98-11-11;Ernser-Eichmann
15062;135010;19-06-01;Wyman, Nicolas And Fahey
15063;539747;17-07-04;Aufderhar-Mitchell
15064;915000;07-05-31;Jacobson Group
15065;399513;71-08-23;Weissnat Inc
15066;603820;76-06-28;Block Group
15067;222534;02-01-18;Oberbrunner, Cremin And Gislason
15068;565829;09-06-03;Kutch, Rodriguez And Hettinger
15069;732825;01-08-17;Franecki Group
15070;45045;83-09-06;Pouros And Sons
15071;225653;97-04-17;Nikolaus-Pfannerstill
15072;8616;08-03-13;Bartell Inc
15073;70532;01-01-30;Bechtelar-Wuckert
15074;673597;14-08-09;Fadel Group
15075;46762;84-01-13;Hickle, Mertz And Harris
15076;260865;13-07-03;Dibbert, Mckenzie And Cronin
15077;267670;98-12-23;Wunsch, Barrows And Hoeger
15078;210912;12-12-11;Zulauf And Sons
15079;524780;02-08-19;Kassulke, Hamill And Luettgen
15080;98648;96-11-26;Schmeler, Carroll And Schaden
15081;446892;18-02-25;Yundt Group
15082;691046;70-12-20;Halvorson, Jacobson And Ward
15083;431155;81-12-09;Thiel Group
15084;1863;04-12-19;Maggio-O'Keefe
15085;3253;03-01-29;Mertz, Boyle And Franecki
15086;379433;17-08-26;Powlowski, Kohler And Deckow
15087;758215;06-01-08;Sawayn Inc
15088;70096;11-01-27;Williamson-Littel
15089;515859;17-04-21;Waelchi Inc
15090;455709;90-03-10;Funk And Sons
15091;609093;82-07-16;Rice-Price
15092;589301;14-10-25;O'Reilly-Hilll
15093;977495;11-09-19;Franecki
15094;959426;12-07-14;Jacobs, Braun And Schimmel
15095;109126;89-04-27;D'Amore Group
15096;523651;98-09-06;Wehner-Steuber
15097;66594;15-10-16;Mann-Schinner
15098;954325;61-11-02;Hessel-Toy
15099;867948;88-06-16;Kihn, Orn And Farrell
15100;695554;09-09-22;Reichert And Sons
15101;446598;90-03-23;Thiel
15102;734461;81-02-01;Bradtke Inc
15103;914698;95-07-16;Stiedemann, Willms And Fay
15104;951390;13-08-06;Reichert, Mayer And Schmitt
15105;529799;07-07-08;Schowalter, Johnson And Kerluke
15106;549191;95-07-08;Stiedemann-Wuckert
15107;131070;79-07-27;Watsica-Hauck
15108;347348;18-08-08;Rogahn-Leannon
15109;238903;67-08-07;Carter-Muller
15110;624760;85-12-07;Rowe-Fisher
15111;431190;89-07-03;Cassin-Mayer
15112;853147;61-03-20;Fisher, Cummings And Rowe
15113;787975;10-07-10;Rosenbaum And Sons
15114;554315;05-10-06;Sauer-Stoltenberg
15115;56543;85-04-27;Wilderman-Leannon
15116;490229;91-03-05;Jenkins And Sons
15117;337130;03-10-18;Beer, Zieme And Huels
15118;269464;17-05-28;Watsica, Spencer And Weissnat
15119;573714;18-09-23;Blick, Herman And Grady
15120;707833;80-03-30;Becker, Haag And Hammes
15121;625964;19-03-08;Yundt Group
15122;968549;10-03-11;Kilback, Frami And Abbott
15123;692300;90-12-31;Raynor And Sons
15124;646152;14-11-05;Friesen-Pfeffer
15125;729554;18-08-01;Zieme
15126;558246;81-05-09;Luettgen And Sons
15127;358996;11-05-07;Harvey And Sons
15128;143614;18-11-19;Boehm-Luettgen
15129;916391;11-09-03;Gusikowski, Luettgen And Cremin
15130;669222;07-12-17;Hintz-Reilly
15131;837739;97-01-30;Zboncak Inc
15132;77262;18-07-20;Wilkinson-Zboncak
15133;25855;08-12-30;Wilderman, Dubuque And Quitzon
15134;354217;10-10-21;Morissette, Christiansen And Collins
15135;627661;12-11-06;Feil-Nikolaus
15136;354445;82-02-19;Schowalter-Senger
15137;951596;09-06-01;Weber Inc
