id_mov;ONG;proyecto
19041;Adama;HD Supply Holdings, Inc.
19042;Abbott Group;La Marcelina
19043;Collins-Hermann;H&R Block, Inc.
19044;Bashirian, Greenholt And Russel;Dorado
19045;Boehm, Mccullough And Cronin;Mid-America Apartment Communities, Inc.
19046;Rath-Quitzon;Pampa Camarones
19047;Murray, Monahan And Hilll;Elenita
19048;Hauck Group;Edge Therapeutics, Inc.
19049;King And Sons;EPR Properties
19050;Schaden-Mitchell;Envision Healthcare Corporation
19051;Reichert-Hermiston;R.R. Donnelley & Sons Company
19052;Bode-Kutch;Pinnacle Financial Partners, Inc.
19053;Johnson-Hintz;Arenal
19054;Zulauf Group;The Travelers Companies, Inc.
19055;Ryan, Stark And Medhurst;Old Republic International Corporation
19056;Wolff-Greenholt;Financial Engines, Inc.
19057;Dooley-Runolfsson;Apple Hospitality REIT, Inc.
19058;Bahringer Inc;Virco Manufacturing Corporation
19059;Bednar-Buckridge;Rush Enterprises, Inc.
19060;Lebsack-Senger;Global Partner Acquisition Corp.
19061;Wiegand Group;First Trust Senior Loan Fund ETF
19062;Collier ;CoreSite Realty Corporation
19063;Wolf And Sons;Natl Westminster Pfd
19064;Boehm ;RenaissanceRe Holdings Ltd.
19065;Bashirian, Greenholt And Russel;Midland States Bancorp, Inc.
19066;Gusikowski, Luettgen And Cremin;Antucoya
19067;Hessel-Toy;Tres Valles
19068;Turner, Reynolds And Wolf;CoreSite Realty Corporation
19069;Stiedemann, Willms And Fay;Lenga
19070;Medhurst-Jones;EQT Corporation
19071;Braun-Bechtelar;Marte Lobo
19072;Cassin, Grant And Pfannerstill;Novelion Therapeutics Inc.
19073;Pagac And Sons;PIMCO Dynamic Credit and Mortgage Income Fund
19074;Predovic, O'Conner And Gutkowski;Neff Corporation
19075;Prohaska Inc;Gladstone Commercial Corporation
19076;Yundt Group;Cordillera - Tenardita
19077;Crooks, Mraz And Volkman;German American Bancorp, Inc.
19078;Bradtke And Sons;Cordillera - Tenardita
19079;Bode ;Texas Pacific Land Trust
19080;Jaskolski-Ebert;Diageo plc
19081;Ziemann-Trantow;Laguna Siren
19082;Lebsack, Borer And Sanford;Las Pataguas
19083;Reinger, Keeling And Nienow;Aspen Technology, Inc.
19084;Blick, Herman And Grady;Talcuna
19085;Schneider And Sons;Alhué
19086;Johnston-Rath;The Chefs' Warehouse, Inc.
19087;Gusikowski Inc;DRDGOLD Limited
19088;Ritchie And Sons;First Financial Bankshares, Inc.
19089;Koch, Feil And Spencer;Diageo plc
19090;King, Gusikowski And Mosciski;PowerShares Golden Dragon China Portfolio
19091;Franecki Group;Mantos de la Luna
19092;Ferry-Hessel;Iván
19093;Ebert-Pollich;San Gerónimo
19094;Kulas-Crist;Tekla Healthcare Opportunies Fund
19095;Shields, Grant And Bernier;Avon Products, Inc.
19096;Dubuque, Gaylord And Cole;Lambert
19097;Hauck-Lind;III de Atacama Kozan
19098;Green, Towne And Baumbach;Northrop Grumman Corporation
19099;Schroeder-Wiza;The Chefs' Warehouse, Inc.
19100;Macejkovic, Barrows And Kshlerin;DRDGOLD Limited
19101;Hessel-Toy;Apollo Senior Floating Rate Fund Inc.
19102;O'Hara ;Nuveen AMT-Free Municipal Value Fund
19103;Emard, Zemlak And Beier;Cóndor
19104;Reichel Inc;AGCO Corporation
19105;Cruickshank Inc;Texas Capital Bancshares, Inc.
19106;Gottlieb ;Arenal
19107;Erdman-Conn;SQM - Nueva Victoria
19108;Williamson-Watsica;ILG, Inc
19109;Strosin And Sons;Victoria
19110;Bradtke And Sons;Commerce Bancshares, Inc.
19111;Kiehn, Lueilwitz And Schimmel;Georgia Power Company
19112;Rice, Ondricka And Block;Gabelli Equity Trust, Inc. (The)
19113;Schaefer, Bednar And Welch;Kopin Corporation
19114;Heaney, Feest And Murphy;Colico Sur
19115;Brekke-Crist;Aspen Technology, Inc.
19116;Ziemann-Leuschke;Apple Hospitality REIT, Inc.
19117;Langosh ;United States Cellular Corporation
19118;Schimmel-Murray;Blackstone GSO Long Short Credit Income Fund
19119;Bartoletti-Kunde;CVS Health Corporation
19120;Lakin-Bruen;Inacesa - El Jilguero
19121;Wiza, Price And Jaskolski;Cerro Casale
19122;Kuvalis-Swift;Urban One, Inc. 
19123;Halvorson, Mcclure And Skiles;Kite Realty Group Trust
19124;Bosco-Lockman;Gray Television, Inc.
19125;Moore-Lueilwitz;Novelion Therapeutics Inc.
19126;Swaniawski-Sawayn;CMP - Los Colorados
19127;Lakin-Bruen;TICC Capital Corp.
19128;Hermann ;Elkhorn Commodity Rotation Strategy ETF
19129;Jaskolski-Ebert;Manantial
19130;Sporer And Sons;Lions Gate Entertainment Corporation
19131;Jenkins-Kemmer;Suncor EnergyInc.
19132;Hirthe ;Salesforce.com Inc
19133;Pagac And Sons;Dorado
19134;Cassin, Kohler And Bauch;Celite - Tilviche
19135;Schuppe And Sons;Natl Westminster Pfd
19136;Schmidt, Ryan And Jacobson;Corporate Asset Backed Corp CABCO
19137;Adenex;SolarEdge Technologies, Inc.
19138;Howe-Kreiger;III de Atacama Minerals - Aguas Blancas
19139;Macgyver Inc;Abeona Therapeutics Inc.
19140;Herman, Luettgen And Balistreri;Walter Investment Management Corp.
19141;Sporer Inc;Alliance National Municipal Income Fund Inc
19142;Gorczany, Lindgren And Smitham;Los Pelambres
19143;Schimmel-Murray;El Tesoro
19144;Mann, Howell And Shields;PDF Solutions, Inc.
19145;Strosin And Sons;SQM - Yumbes
19146;Wiegand ;Yelp Inc.
19147;África Arco Iris;Las Luces
19148;Kuhn-Greenholt;Quiborax - Ascotán
19149;Mann, Walsh And Dickinson;Tres Valles
19150;Hickle Group;Credit Acceptance Corporation
19151;Mcclure, Klocko And Wyman;Esterline Technologies Corporation
19152;Schmidt, Reinger And Zulauf;Great Plains Energy Inc
19153;Wehner, Schneider And Frami;Stamps.com Inc.
19154;Bauch, Ernser And Cronin;Escondida
19155;Mueller-Simonis;Peckett
19156;Dietrich-Roob;Pirquitas
19157;Nolan Group;Bronce de Petorca
19158;Zemlak, Cruickshank And Boehm;India Fund, Inc. (The)
19159;Kertzmann-Kulas;Quiborax - Ascotán
19160;Hoeger, Zboncak And Hammes;Cabot Corporation
19161;Blick, Harber And Smith;Kraton Corporation
19162;Oberbrunner, Cremin And Gislason;Bronce de Petorca
19163;Pouros And Sons;El Morro
19164;Lowe, Quitzon And Johnson;El Tesoro
19165;Mertz, Batz And Olson;Delcath Systems, Inc.
19166;Mante, Bode And Wiegand;KT Corporation
19167;Rau, Ryan And Lueilwitz;RiverNorth Opportunities Fund, Inc.
19168;Afalcontigo;Faride
19169;Johnston Group;Kraton Corporation
19170;Senger-Bogisich;Lions Gate Entertainment Corporation
19171;Price Inc;Ministro Hales
19172;Hayes, Huel And Keebler;Collahuasi
19173;Hills-Quitzon;Ministro Hales
19174;Olson, Thompson And Fritsch;MiMedx Group, Inc
19175;Gutkowski, Kuhlman And Purdy;Mantos Blancos
19176;Frami Group;Eaton Vance Corporation
19177;Boehm-Dooley;Vina Concha Y Toro
19178;Zboncak-Kerluke;RiverNorth Opportunities Fund, Inc.
19179;Rippin, Huel And Mccullough;Ellie Mae, Inc.
19180;Schaden-Mitchell;Delta
19181;Aufderhar-Mitchell;Under Armour, Inc.
19182;Pacocha-Heller;Julia
19183;Vonrueden-Miller;Diamond Hill Investment Group, Inc.
19184;Leannon-Brekke;CenterPoint Energy, Inc.
19185;Wehner-Jenkins;Dynatronics Corporation
19186;Kulas Inc;Los Pelambres
19187;Wehner-Steuber;Isla Guarello
19188;Wisozk-Bernier;Los Pelambres
19189;Schowalter-Senger;Natl Westminster Pfd
19190;Johnson And Sons;Forterra, Inc.
19191;Hauck Group;BRF S.A.
19192;Wisozk-Goyette;Biocept, Inc.
19193;Gusikowski Inc;Carvana Co.
19194;Bins-Goldner;Mantos Blancos
19195;Rutherford Group;El Volcán
19196;Hirthe Group;Andes Travertine
19197;Jerde-Lowe;Diageo plc
19198;Johns Inc;Gabriela Mistral
19199;Blanda, Stanton And Altenwerth;Victoria
19200;Lesch, Rath And Pfannerstill;CVS Health Corporation
19201;Gutkowski, Kuhlman And Purdy;Fiserv, Inc.
19202;Deckow-Nikolaus;Aircastle Limited
19203;Corkery-Corwin;Novelion Therapeutics Inc.
19204;Harvey, Heathcote And Legros;Zion Oil & Gas Inc
19205;Dubuque And Sons;Fair Isaac Corporation
19206;Paucek ;Terreno Realty Corporation
19207;Sawayn Inc;Cleveland BioLabs, Inc.
19208;Pouros Group;Lambert
19209;Smitham And Sons;ENGlobal Corporation
19210;Wehner And Sons;Jerónimo
19211;Torp-Hintz;La Picarda
19212;Schiller Inc;Punta de Lobos - Kanita
19213;Rice, Ondricka And Block;Novelion Therapeutics Inc.
19214;Schmeler, Carroll And Schaden;Ulta Beauty, Inc.
19215;Reilly, Veum And Wehner;La Patagua
19216;Frami, Christiansen And Hermann;Cyclacel Pharmaceuticals, Inc.
19217;Towne-Lehner;Investors Bancorp, Inc.
19218;Hauck Group;Dynex Capital, Inc.
19219;Dare, O'Conner And Mohr;Maganeso III de Atacama
19220;Ebert-Pollich;Flor de Los Andes
19221;Brown ;TC PipeLines, LP
19222;Schimmel-Mcglynn;Dynex Capital, Inc.
19223;Jaskolski Inc;Portola Pharmaceuticals, Inc.
19224;Cassin, Kohler And Bauch;El Teniente
19225;Gutmann, Schamberger And Witting;Cerro Bayo
19226;Ledner, Skiles And Emard;First Trust Emerging Markets Small Cap AlphaDEX Fund
19227;Dooley, Jerde And Kshlerin;Voya Global Equity Dividend and Premium Opportunity Fund
19228;Purdy And Sons;Cerro Blanco
19229;Lueilwitz-Runolfsdottir;El Salvador
19230;Trantow-Quigley;Entegra Financial Corp.
19231;Hoeger ;Kamada Ltd.
19232;Runolfsdottir-Emard;Kraton Corporation
19233;Conroy ;Adams Diversified Equity Fund, Inc.
19234;Bode-Nikolaus;Chimborazo
19235;África Viva;Cóndor
19236;Wilkinson, Prosacco And Kilback;ACF - Lagunas
19237;Predovic Inc;E*TRADE Financial Corporation
19238;Murray-Senger;CMP - Los Colorados
19239;Senger, Kemmer And Dickinson;Data Processing
19240;Kutch, Will And Grant;International Seaways, Inc.
19241;Rutherford Group;El Abra
19242;Kirlin ;Candelaria
19243;Hudson-Mayer;CMP - Romeral
19244;Buckridge, Okuneva And Keebler;Northrop Grumman Corporation
19245;Renner, Bogisich And O'Kon;Mantos Blancos
19246;Blick, Harber And Smith;Lenga
19247;Cronin, Gibson And Parisian;SQM - Nueva Victoria
19248;Dooley Group;FSB Bancorp, Inc.
19249;Jacobson Group;Evolving Systems, Inc.
19250;Kuhic Inc;Terreno Realty Corporation
19251;Mckenzie, Lynch And Reinger;JA Solar Holdings, Co., Ltd.
19252;Feest-Graham;Refugio
19253;Rosenbaum-Leffler;Neff Corporation
19254;Langworth-Osinski;Everspin Technologies, Inc.
19255;Bruen, Kulas And Hodkiewicz;Terreno Realty Corporation
19256;Ebert-Pollich;Orbotech Ltd.
19257;Zemlak-Daniel;International Seaways, Inc.
19258;Dooley, Jerde And Kshlerin;Coirón
19259;Funk, Turcotte And Jenkins;El Morro
19260;Wisoky Group;El Soldado
19261;Dicki-Schaden;Global Partner Acquisition Corp.
19262;Bahringer-Johnston;HCA Healthcare, Inc.
19263;Ziemann-Leuschke;Herman Miller, Inc.
19264;África Arco Iris;Array BioPharma Inc.
19265;Little-Weber;Lions Gate Entertainment Corporation
19266;Zboncak And Sons;Park-Ohio Holdings Corp.
19267;Trantow, Schneider And Marvin;UMH Properties, Inc.
19268;Jenkins-Ward;India Fund, Inc. (The)
19269;Johns Inc;Spark Energy, Inc.
19270;Feil-Nikolaus;Container Store (The)
19271;Medhurst, Thiel And Schuster;The Community Financial Corporation
19272;Haley, Bergstrom And Auer;Clear Channel Outdoor Holdings, Inc.
19273;Hauck Group;KT Corporation
19274;Morar-Schoen;CatchMark Timber Trust, Inc.
19275;Connelly-Ruecker;Gabriela Mistral
19276;Mckenzie, Cummings And Rippin;Tuina
19277;Bahringer Group;Schwager
19278;Schiller-Reilly;National American University Holdings, Inc.
19279;Carroll, Dubuque And Schultz;Azul S.A.
19280;Feest-Graham;Western Refining Logistics, LP
19281;Zulauf And Sons;Avon Products, Inc.
19282;Leffler Group;Nabriva Therapeutics AG
19283;África Viva;GlaxoSmithKline PLC
19284;Pagac, Huel And Abshire;Pullalli
19285;Nienow ;Credit Acceptance Corporation
19286;Carter-Mueller;Dos Amigos
19287;Stokes Inc;Diana Shipping inc.
19288;Nolan Group;Cordillera - Tenardita
19289;Koepp ;Celite - Tana
19290;Schowalter-Senger;ENGlobal Corporation
19291;King, Gusikowski And Mosciski;Garrison Capital Inc.
19292;Torphy, Adams And Walter;L.B. Foster Company
19293;Lesch-Homenick;Georgia Power Company
19294;Heidenreich, Boyer And Dach;SL Green Realty Corporation
19295;Witting-Ernser;Spark Energy, Inc.
19296;Kub, Mante And Lebsack;Marte Lobo
19297;Bosco-Kiehn;Arch Capital Group Ltd.
19298;Bartoletti, Macejkovic And Doyle;Colico Sur
19299;Weimann Inc;PowerShares BuyBack Achievers Portfolio
19300;Collier-Anderson;Cohen & Steers Reit and Preferred Income Fund Inc
19301;Shields-Kuhlman;SQM - María Elena
19302;Heathcote, Schinner And Walker;Adams Diversified Equity Fund, Inc.
19303;Greenholt Inc;iShares 20+ Year Treasury Bond ETF
19304;Osinski-Kunze;Ocular Therapeutix, Inc.
19305;Bartoletti, Macejkovic And Doyle;Janus Henderson Small Cap Growth Alpha ETF
19306;Hoppe-Wolf;Las Arenitas
19307;Ziemann-Trantow;Cerro Bayo
19308;Nicolas, Smitham And Wilderman;Caupolicán
19309;Morissette, Christiansen And Collins;Kura Oncology, Inc.
19310;D'Amore And Sons;III de Atacama Kozan
19311;Kling, Barrows And Rau;El Salvador
19312;Stoltenberg ;Laguna Siren
19313;Franecki-Beahan;Tres Valles
19314;Mckenzie, Paucek And Jaskolski;Patriot National Bancorp Inc.
19315;Littel, Lynch And Lowe;Hamilton Lane Incorporated
19316;Bradtke And Sons;Tres Valles
19317;Lehner-Stanton;NextEra Energy, Inc.
19318;Mcdermott Inc;Entergy Louisiana, Inc.
19319;Grimes-Weber;Waste Management, Inc.
19320;Fritsch And Sons;Appliance Recycling Centers of America, Inc.
19321;Torp, Bruen And Douglas;Waste Management, Inc.
19322;Bednar-Flatley;Impax Laboratories, Inc.
19323;Wisoky Inc;Chimberos
19324;Batz Inc;STMicroelectronics N.V.
19325;Mann-Schinner;Yahoo! Inc.
19326;Ledner, Skiles And Emard;China Lodging Group, Limited
19327;Kutch, Rodriguez And Hettinger;First Trust Senior Loan Fund ETF
19328;Cronin, Welch And Rippin;Elkhorn Commodity Rotation Strategy ETF
19329;Torp, Schmitt And Kemmer;Punta de Lobos - Kanita
19330;Stokes, Kilback And Boyle;R.R. Donnelley & Sons Company
19331;Crona, Olson And Abbott;SQM Salar
19332;Stracke Inc;Biocept, Inc.
19333;Medhurst-Jones;PrimeEnergy Corporation
19334;Crona, Schmeler And Greenfelder;Nuveen Energy MLP Total Return Fund
19335;Jenkins-Dicki;VictoryShares US 500 Enhanced Volatility Wtd ETF
19336;Quitzon-Stark;Fair Isaac Corporation
19337;Brekke-Crist;Arenal
19338;Witting-Ernser;KT Corporation
19339;Bruen, Macgyver And Deckow;Caupolicán
19340;Wintheiser ;SL Green Realty Corporation
19341;Goodwin, Cremin And Raynor;FairPoint Communications, Inc.
19342;Deckow, Cassin And Dooley;MiMedx Group, Inc
19343;Heathcote, Schinner And Walker;iPath US Treasury Long Bond Bear ETN
19344;Altenwerth, Ebert And Mitchell;Nutanix, Inc.
19345;Predovic ;Neff Corporation
19346;Lindgren, Barrows And Goodwin;Forum Merger Corporation
19347;Keeling, Collins And Yost;Quiborax
19348;Pfeffer, Durgan And Hayes;Cosayach - Cala Cala
19349;Wunsch Group;China Lodging Group, Limited
19350;Acción Natura;Colico Sur
19351;Okuneva Inc;CMP - Los Colorados
19352;Denesik And Sons;Chimberos
19353;Waters, Conroy And Dibbert;Algorta
19354;Murray, Monahan And Hilll;Toll Brothers Inc.
19355;Cole, Reichert And Halvorson;Kopin Corporation
19356;Buckridge Group;RenaissanceRe Holdings Ltd.
19357;Kihn, Orn And Farrell;Punta de Lobos - Kanita
19358;Lynch, Feest And Eichmann;PureFunds ETFx HealthTech ETF
19359;Dooley-Runolfsson;SQM - Pedro de Valdivia
19360;Bosco, Heathcote And Ryan;CMP - El Laco
19361;Harvey And Sons;III de Atacama Kozan
19362;Orn-Hilll;Sportsman's Warehouse Holdings, Inc.
19363;Kub, Mante And Lebsack;Cabot Corporation
19364;Hickle ;Cyclacel Pharmaceuticals, Inc.
19365;Watsica, Spencer And Weissnat;Meridian Waste Solutions, Inc
19366;Champlin-Bauch;Adams Diversified Equity Fund, Inc.
19367;Fisher, Cummings And Rowe;First Trust Emerging Markets Small Cap AlphaDEX Fund
19368;Shields, Wintheiser And Boyle;Forum Merger Corporation
19369;Feest ;Silvercrest Asset Management Group Inc.
19370;Simonis Group;Biglari Holdings Inc.
19371;Gottlieb ;Credit Acceptance Corporation
19372;Thiel And Sons;West Corporation
19373;O'Conner And Sons;Torchmark Corporation
19374;Davis Inc;Imax Corporation
19375;Russel Group;Las Piedras
19376;Bahringer-Lehner;Can Can
19377;Schimmel-Mcglynn;B.O.S. Better Online Solutions
19378;Murphy-Kunde;Corporate Asset Backed Corp CABCO
19379;O'Reilly-Hilll;Escondida
19380;Gottlieb Inc;Faride
19381;Dickens-Klein;Marine Petroleum Trust
19382;Conn-Jones;AMC Entertainment Holdings, Inc.
19383;Hayes, Goodwin And Feil;Caserones
19384;Hayes And Sons;PIMCO Dynamic Credit and Mortgage Income Fund
19385;Dooley, Lindgren And Kub;Pinatolca
19386;Watsica-Blanda;Inacesa - El Jilguero
19387;Trantow, Schneider And Marvin;India Fund, Inc. (The)
19388;Ryan ;Northrop Grumman Corporation
19389;Pollich-Treutel;Double Eagle Acquisition Corp.
19390;Quitzon-Hand;Inacesa - El Way
19391;Carroll, Dubuque And Schultz;PowerShares BuyBack Achievers Portfolio
19392;Wolf And Sons;El Teniente
19393;Jacobs, Bechtelar And Skiles;Cleveland BioLabs, Inc.
19394;Aufderhar ;Zynerba Pharmaceuticals, Inc.
19395;Goyette-Rau;Hurco Companies, Inc.
19396;Sporer Inc;Idera Pharmaceuticals, Inc.
19397;Dietrich ;Cabot Corporation
19398;Wolf, West And Breitenberg;iShares MSCI EM ESG Optimized ETF
19399;Afimu;B.O.S. Better Online Solutions
19400;Rutherford-Becker;Radomiro Tomic
19401;Lowe, Streich And Purdy;The Travelers Companies, Inc.
19402;Miller ;Ojos del Salado
19403;Terry Inc;Western Alliance Bancorporation
19404;Luettgen Group;Delcath Systems, Inc.
19405;Cronin-Jacobson;AGCO Corporation
19406;Adem;Westbury Bancorp, Inc.
19407;Smitham-Hickle;Walter Investment Management Corp.
19408;Ziemann-Trantow;Blackhawk Network Holdings, Inc.
19409;Rice, Ondricka And Block;Lota
19410;África Arco Iris;Randgold Resources Limited
19411;Eichmann-Streich;Pure Cycle Corporation
19412;Koelpin-Hand;CMP - Romeral
19413;Nikolaus-Mueller;Hamilton Lane Incorporated
19414;Ryan ;Western Asset Bond Fund
19415;Mcclure, Klocko And Wyman;United Insurance Holdings Corp.
19416;Kozey-Stoltenberg;Cerro Negro
19417;Aufderhar-Mitchell;Herman Miller, Inc.
19418;Brown ;Los Bronces
19419;Okuneva ;Apple Hospitality REIT, Inc.
19420;Bartoletti, Macejkovic And Doyle;Dollar General Corporation
19421;Haag-Stoltenberg;Escondida
19422;Becker And Sons;El Volcán
19423;Hickle Group;Las Cenizas
19424;Gaylord Inc;Fair Isaac Corporation
19425;Wolf And Sons;SQM - Pedro de Valdivia
19426;Moore-Reilly;First Trust International Multi-Asset Diversified Income Index
19427;Jacobson, Boyer And Gleichner;Peckett
19428;Boehm-Luettgen;Gabelli Equity Trust, Inc. (The)
19429;Boehm-Conroy;Los Pelambres
19430;Hilll, Blick And Cartwright;NVIDIA Corporation
19431;África Digna;Forterra, Inc.
19432;Beer, Zieme And Huels;Edge Therapeutics, Inc.
19433;D'Amore-Kuhlman;Arista Networks, Inc.
19434;Dooley, Lindgren And Kub;Silicon Motion Technology Corporation
19435;Abbott Group;Bright Scholar Education Holdings Limited
19436;Aesco;Peapack-Gladstone Financial Corporation
19437;Greenholt Inc;Western New England Bancorp, Inc.
19438;Rice, Daniel And Klocko;Applied DNA Sciences Inc
19439;Cole-Olson;El Morro
19440;Abbott, Torp And Mcdermott;HollyFrontier Corporation
19441;Maggio-O'Keefe;Sierra Miranda
19442;Hoeger, Zboncak And Hammes;Zynerba Pharmaceuticals, Inc.
19443;Rosenbaum And Sons;Appliance Recycling Centers of America, Inc.
19444;Mertz Group;Cohen & Steers Reit and Preferred Income Fund Inc
19445;Dare, O'Conner And Mohr;AbbVie Inc.
19446;Dooley, Jerde And Kshlerin;CVS Health Corporation
19447;Herzog, Grimes And Jast;Galectin Therapeutics Inc.
19448;Williamson, Lindgren And Cummerata;SQM Salar
19449;Conroy-Howe;Drive Shack Inc.
19450;D'Amore And Sons;III de Atacama Minerals - Aguas Blancas
19451;Reichel Inc;Celite - Tana
19452;Bauch, Ernser And Cronin;United Insurance Holdings Corp.
19453;Lynch, Feest And Eichmann;Suncor EnergyInc.
19454;Afac;HD Supply Holdings, Inc.
19455;Torp, Bruen And Douglas;Iván
19456;Rau, Ryan And Lueilwitz;Nuveen Floating Rate Income Fund
19457;Rowe-Wisoky;CVS Health Corporation
19458;Bosco And Sons;Yahoo! Inc.
19459;Ortiz-Weimann;Flor de Los Andes
19460;Kassulke, Morar And Crooks;OraSure Technologies, Inc.
19461;Cremin And Sons;SAP SE
19462;Rosenbaum And Sons;Torchmark Corporation
19463;Braun-Eichmann;Yahoo! Inc.
19464;Hermiston Group;Universal Stainless & Alloy Products, Inc.
19465;Lueilwitz ;Antucoya
19466;Bradtke And Sons;ACF - Lagunas
19467;Weissnat Inc;Manto Verde
19468;Pollich, Nikolaus And Gottlieb;Zion Oil & Gas Inc
19469;Schaden, Cronin And Bernier;BLDRS Developed Markets 100 ADR Index Fund
19470;Hodkiewicz ;Delcath Systems, Inc.
19471;Lesch, Rath And Pfannerstill;El Salvador
19472;Grimes, Leuschke And Huel;XO Group, Inc.
19473;Bosco-Kuhn;Dorado
19474;Little-Weber;Franke
19475;Grant-Schaden;Sarepta Therapeutics, Inc.
19476;Hauck ;Choquelimpie
19477;Feil, Kemmer And Koch;India Fund, Inc. (The)
19478;Heller-Rohan;Crawford & Company
19479;Langosh ;First Financial Bankshares, Inc.
19480;Gusikowski, Luettgen And Cremin;Enanta Pharmaceuticals, Inc.
19481;Swift, Harris And Towne;Novelion Therapeutics Inc.
19482;Prohaska Inc;VictoryShares US 500 Enhanced Volatility Wtd ETF
19483;Marks-Stokes;Dynatronics Corporation
19484;Rutherford-Becker;Diageo plc
19485;Simonis, Roberts And Frami;HollyFrontier Corporation
19486;Brakus, White And Mueller;SQM - Mapocho
19487;Rohan Inc;Carola
19488;Mohr, Monahan And Hermiston;Gladstone Commercial Corporation
19489;Russel ;Taiwan Fund, Inc. (The)
19490;Will And Sons;GlaxoSmithKline PLC
19491;Langworth-Osinski;SQM - Pampa Blanca
19492;Simonis-Torphy;Del Fierro
19493;Halvorson ;Ojos del Salado
19494;Nienow, Harvey And Bartoletti;China Cord Blood Corporation
19495;Abernathy ;TICC Capital Corp.
19496;Rutherford-Becker;Algorta
19497;Gutkowski-Schinner;PowerShares BuyBack Achievers Portfolio
19498;Padberg Group;Northern Trust Corporation
19499;Schamberger-Walter;Peckett
19500;Jacobi-Bergnaum;Dynex Capital, Inc.
19501;Rutherford Group;First Financial Bankshares, Inc.
19502;D'Amore Group;First Trust Senior Loan Fund ETF
19503;Kub-Dibbert;Vina Concha Y Toro
19504;Thiel ;Esterline Technologies Corporation
19505;Crona ;Idera Pharmaceuticals, Inc.
19506;Adecoi;Gabelli Equity Trust, Inc. (The)
19507;Purdy And Sons;Nuveen Municipal High Income Opportunity Fund
19508;Hirthe ;Sierra Gorda
19509;Friesen-Pfeffer;Check-Cap Ltd.
19510;Renner-Erdman;National American University Holdings, Inc.
19511;Kling, Barrows And Rau;Kite Realty Group Trust
19512;Frami ;Vina Concha Y Toro
19513;Bahringer ;PowerShares Golden Dragon China Portfolio
19514;Volkman, Hamill And Stiedemann;Western Asset Bond Fund
19515;Zieme ;Silicon Laboratories, Inc.
19516;Ryan ;Guanaco
19517;Spinka, Schuster And Kerluke;Central Garden & Pet Company
19518;Willms-Ondricka;Imax Corporation
19519;Wisozk-Goyette;Abeona Therapeutics Inc.
19520;Stracke Inc;ACF - Lagunas
19521;Cartwright, Kulas And Fahey;El Salvador
19522;Kilback Inc;Cabot Corporation
19523;Glover Group;support.com, Inc.
19524;Reichert-Deckow;Peckett
19525;Gutkowski-Nikolaus;Great Plains Energy Inc
19526;Watsica-Hauck;Sarepta Therapeutics, Inc.
19527;Smitham And Sons;El Tofo
19528;Moen, Koss And Paucek;The9 Limited
19529;Shields, Grant And Bernier;Western Asset Bond Fund
19530;Rippin, Huel And Mccullough;Refugio
19531;Bode-Nikolaus;Vectrus, Inc.
19532;Hintz, Yost And Carter;Pascua
19533;Johnston-Rath;Nuveen Energy MLP Total Return Fund
19534;Doyle-Powlowski;Sierra Gorda
19535;Zemlak, Thompson And Schuppe;PDF Solutions, Inc.
19536;Kshlerin, Hahn And Gulgowski;Eagle Bulk Shipping Inc.
19537;Goldner-Klocko;Bed Bath & Beyond Inc.
19538;Stracke And Sons;PowerShares Nasdaq Internet Portfolio
19539;Wiegand ;Entegra Financial Corp.
19540;Buckridge Group;Natl Westminster Pfd
19541;Rowe-Fisher;China Cord Blood Corporation
19542;Walsh ;Pepsico, Inc.
19543;Abernathy ;Imax Corporation
19544;Connelly-Maggio;R.R. Donnelley & Sons Company
19545;Kuhn-Herzog;CMP - Cerro Negro Norte
19546;Shields Group;Cambrex Corporation
19547;Veum, Ritchie And Crist;HollyFrontier Corporation
19548;Klocko Group;Salesforce.com Inc
19549;Sporer, Graham And Medhurst;Northrop Grumman Corporation
19550;Torp-Hintz;Laguna Siren
19551;Maggio-Kuvalis;CMP - El Laco
19552;Mcdermott Inc;Northrop Grumman Corporation
19553;Gottlieb ;Spence
19554;Gusikowski-Emard;Peckett
19555;Conn ;Navío
19556;Hammes-Conn;SQM Salar
19557;D'Amore-Kuhlman;Andina
19558;King ;Julia
19559;Koelpin, Stehr And Senger;Talcuna
19560;Jerde-Bauch;Schwager
19561;Skiles, Bauch And Rippin;Vanguard Russell 3000 ETF
19562;Kuhn-Herzog;Eagle Bulk Shipping Inc.
19563;Torphy, Marquardt And Oberbrunner;The Community Financial Corporation
19564;Zieme-Metz;Choquelimpie
19565;Jerde-Lowe;Pinatolca
19566;O'Hara-Bergstrom;Western New England Bancorp, Inc.
19567;Jenkins-Kemmer;Silicon Motion Technology Corporation
19568;Miller ;Nuveen Energy MLP Total Return Fund
19569;Braun-Eichmann;San Gerónimo
19570;Baumbach, Reinger And Jaskolski;Pupunahue
19571;Weimann Inc;Linderos
19572;Carroll-Mcclure;Novanta Inc.
19573;Schumm And Sons;PDF Solutions, Inc.
19574;Nikolaus-Pfannerstill;PowerShares BuyBack Achievers Portfolio
19575;Borer-Trantow;Punta de Lobos - Kanita
19576;Willms-Ondricka;Cyclacel Pharmaceuticals, Inc.
19577;Jaskolski-Ebert;Natl Westminster Pfd
19578;Paucek Group;Tranquilo
19579;Crona ;Haldeman - Sagasca
19580;Conn ;E*TRADE Financial Corporation
19581;Cremin, Klocko And Thiel;Zaldívar
19582;Quitzon Group;Quebrada Blanca
